Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202107,01,001,3,6,Autauga County                                              ,31,31,9735459,0,0,0,0,0,0,0,0,0,31,31,9735459,0,0,0,0,0,0,0,0,0
202107,01,007,3,6,Bibb County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,01,009,3,6,Blount County                                               ,1,1,126000,0,0,0,0,0,0,0,0,0,1,1,126000,0,0,0,0,0,0,0,0,0
202107,01,021,3,6,Chilton County                                              ,16,16,2090875,0,0,0,0,0,0,0,0,0,15,15,1905394,0,0,0,0,0,0,0,0,0
202107,01,073,3,6,Jefferson County                                            ,131,131,41688741,0,0,0,1,3,300000,1,200,2000000,89,89,24343601,0,0,0,1,3,300000,1,200,2000000
202107,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,01,081,3,6,Lee County                                                  ,133,133,35354063,1,2,429270,0,0,0,1,5,616170,95,95,26207047,0,0,0,0,0,0,0,0,0
202107,01,083,3,6,Limestone County                                            ,17,17,4635210,0,0,0,0,0,0,4,126,7853555,17,17,4635210,0,0,0,0,0,0,4,126,7853555
202107,01,089,3,6,Madison County                                              ,362,362,65260077,1,2,168555,0,0,0,1,5,583683,37,37,12729924,0,0,0,0,0,0,0,0,0
202107,01,113,3,6,Russell County                                              ,11,11,2059214,0,0,0,0,0,0,0,0,0,11,11,2059214,0,0,0,0,0,0,0,0,0
202107,01,115,3,6,St. Clair County                                            ,34,34,6339528,0,0,0,0,0,0,0,0,0,15,15,3538580,0,0,0,0,0,0,0,0,0
202107,01,117,3,6,Shelby County                                               ,69,69,23645681,0,0,0,0,0,0,0,0,0,51,51,18327409,0,0,0,0,0,0,0,0,0
202107,01,127,3,6,Walker County                                               ,2,2,240000,0,0,0,0,0,0,0,0,0,2,2,240000,0,0,0,0,0,0,0,0,0
202107,02,013,4,9,Aleutians East Borough                                      ,1,1,307521,0,0,0,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
202107,02,016,4,9,Aleutians West Census Area                                  ,1,1,296834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,020,4,9,Anchorage Municipality                                      ,64,64,20477946,0,0,0,1,4,688376,2,23,3455184,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,050,4,9,Bethel Census Area                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,060,4,9,Bristol Bay Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,090,4,9,Fairbanks North Star Borough                                ,5,5,1647650,0,0,0,3,12,1819903,0,0,0,5,5,1647650,0,0,0,3,12,1819903,0,0,0
202107,02,100,4,9,Haines Borough                                              ,1,1,121750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202107,02,105,4,9,Hoonah-Angoon Census Area                                   ,2,2,615042,0,0,0,0,0,0,0,0,0,2,2,615042,0,0,0,0,0,0,0,0,0
