Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201705,01,001,3,6,Autauga County                ,18,18,4612282,0,0,0,0,0,0,0,0,0,18,18,4612282,0,0,0,0,0,0,0,0,0
201705,01,007,3,6,Bibb County                   ,1,1,240000,0,0,0,0,0,0,0,0,0,1,1,240000,0,0,0,0,0,0,0,0,0
201705,01,009,3,6,Blount County                 ,3,3,695000,0,0,0,0,0,0,0,0,0,3,3,695000,0,0,0,0,0,0,0,0,0
201705,01,021,3,6,Chilton County                ,4,4,550500,0,0,0,0,0,0,0,0,0,4,4,550500,0,0,0,0,0,0,0,0,0
201705,01,073,3,6,Jefferson County              ,149,149,42550287,0,0,0,0,0,0,1,33,4431858,127,127,39172264,0,0,0,0,0,0,0,0,0
201705,01,081,3,6,Lee County                    ,96,96,26201274,1,2,325517,0,0,0,0,0,0,96,96,26201274,1,2,325517,0,0,0,0,0,0
201705,01,083,3,6,Limestone County              ,12,12,2131000,0,0,0,0,0,0,0,0,0,12,12,2131000,0,0,0,0,0,0,0,0,0
201705,01,089,3,6,Madison County                ,193,193,28675429,0,0,0,0,0,0,0,0,0,193,193,28675429,0,0,0,0,0,0,0,0,0
201705,01,113,3,6,Russell County                ,4,4,657359,0,0,0,0,0,0,0,0,0,4,4,657359,0,0,0,0,0,0,0,0,0
201705,01,115,3,6,St. Clair County              ,13,13,2473205,0,0,0,0,0,0,0,0,0,9,9,1669017,0,0,0,0,0,0,0,0,0
201705,01,117,3,6,Shelby County                 ,105,105,23080884,0,0,0,0,0,0,1,5,767250,60,60,11533538,0,0,0,0,0,0,0,0,0
201705,01,127,3,6,Walker County                 ,1,1,175000,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0
201705,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,020,4,9,Anchorage Municipality        ,76,76,23813118,0,0,0,1,3,520780,2,13,2055242,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,050,4,9,Bethel Census Area            ,3,3,822104,0,0,0,0,0,0,0,0,0,3,3,822104,0,0,0,0,0,0,0,0,0
201705,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,070,4,9,Dillingham Census Area        ,1,1,291052,0,0,0,0,0,0,0,0,0,1,1,291052,0,0,0,0,0,0,0,0,0
201705,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201705,02,110,4,9,Juneau City and Borough       ,5,5,1069534,0,0,0,0,0,0,0,0,0,5,5,1069534,0,0,0,0,0,0,0,0,0
201705,02,122,4,9,Kenai Peninsula Borough       ,15,15,2496829,0,0,0,0,0,0,0,0,0,10,10,1400000,0,0,0,0,0,0,0,0,0
