Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201710,01,001,3,6,Autauga County                ,11,11,2791106,0,0,0,0,0,0,0,0,0,11,11,2791106,0,0,0,0,0,0,0,0,0
201710,01,007,3,6,Bibb County                   ,1,1,235594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,01,009,3,6,Blount County                 ,3,3,461688,0,0,0,0,0,0,0,0,0,3,3,461688,0,0,0,0,0,0,0,0,0
201710,01,021,3,6,Chilton County                ,2,2,193400,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
201710,01,073,3,6,Jefferson County              ,117,117,34045347,0,0,0,0,0,0,1,48,6446338,104,104,31592795,0,0,0,0,0,0,0,0,0
201710,01,081,3,6,Lee County                    ,73,73,20391324,1,2,144250,0,0,0,0,0,0,28,28,7379829,0,0,0,0,0,0,0,0,0
201710,01,083,3,6,Limestone County              ,17,17,3778601,0,0,0,0,0,0,0,0,0,16,16,3699934,0,0,0,0,0,0,0,0,0
201710,01,089,3,6,Madison County                ,203,203,28255284,0,0,0,0,0,0,0,0,0,203,203,28255284,0,0,0,0,0,0,0,0,0
201710,01,113,3,6,Russell County                ,10,10,1464122,0,0,0,0,0,0,0,0,0,10,10,1464122,0,0,0,0,0,0,0,0,0
201710,01,115,3,6,St. Clair County              ,13,13,2913023,0,0,0,0,0,0,0,0,0,9,9,2108835,0,0,0,0,0,0,0,0,0
201710,01,117,3,6,Shelby County                 ,78,78,18437036,0,0,0,0,0,0,1,6,920700,22,22,5096671,0,0,0,0,0,0,0,0,0
201710,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,020,4,9,Anchorage Municipality        ,69,69,21619804,0,0,0,1,4,694374,2,18,2845720,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,070,4,9,Dillingham Census Area        ,1,1,287714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,02,110,4,9,Juneau City and Borough       ,6,6,1161558,0,0,0,0,0,0,0,0,0,6,6,1161558,0,0,0,0,0,0,0,0,0
201710,02,122,4,9,Kenai Peninsula Borough       ,10,10,2378027,0,0,0,0,0,0,0,0,0,1,1,325000,0,0,0,0,0,0,0,0,0
