Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201901,01,001,3,6,Autauga County                ,26,26,6617577,0,0,0,0,0,0,0,0,0,26,26,6617577,0,0,0,0,0,0,0,0,0
201901,01,007,3,6,Bibb County                   ,1,1,255129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,01,009,3,6,Blount County                 ,1,1,82789,0,0,0,0,0,0,0,0,0,1,1,82789,0,0,0,0,0,0,0,0,0
201901,01,021,3,6,Chilton County                ,4,4,675000,0,0,0,0,0,0,0,0,0,4,4,675000,0,0,0,0,0,0,0,0,0
201901,01,073,3,6,Jefferson County              ,105,105,28447792,0,0,0,0,0,0,0,0,0,55,55,15015139,0,0,0,0,0,0,0,0,0
201901,01,081,3,6,Lee County                    ,84,84,23367642,1,2,210669,0,0,0,1,31,8105416,20,20,5598027,0,0,0,0,0,0,0,0,0
201901,01,083,3,6,Limestone County              ,20,20,4728138,0,0,0,0,0,0,0,0,0,20,20,4728138,0,0,0,0,0,0,0,0,0
201901,01,089,3,6,Madison County                ,235,235,32754995,0,0,0,0,0,0,0,0,0,235,235,32754995,0,0,0,0,0,0,0,0,0
201901,01,113,3,6,Russell County                ,14,14,1647865,0,0,0,0,0,0,0,0,0,6,6,677946,0,0,0,0,0,0,0,0,0
201901,01,115,3,6,St. Clair County              ,20,20,4283106,0,0,0,0,0,0,0,0,0,15,15,3246311,0,0,0,0,0,0,0,0,0
201901,01,117,3,6,Shelby County                 ,86,86,22090249,0,0,0,0,0,0,0,0,0,30,30,8396780,0,0,0,0,0,0,0,0,0
201901,01,127,3,6,Walker County                 ,1,1,207778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,020,4,9,Anchorage Municipality        ,56,56,17541981,0,0,0,1,4,694913,1,13,2055242,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,100,4,9,Haines Borough                ,1,1,278425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,110,4,9,Juneau City and Borough       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201901,02,122,4,9,Kenai Peninsula Borough       ,6,6,1234506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
