Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201704,01,001,3,6,Autauga County                ,17,17,4070782,0,0,0,0,0,0,0,0,0,17,17,4070782,0,0,0,0,0,0,0,0,0
201704,01,007,3,6,Bibb County                   ,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0
201704,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,01,021,3,6,Chilton County                ,4,4,355000,0,0,0,0,0,0,0,0,0,4,4,355000,0,0,0,0,0,0,0,0,0
201704,01,073,3,6,Jefferson County              ,110,110,27712232,0,0,0,0,0,0,0,0,0,96,96,26092590,0,0,0,0,0,0,0,0,0
201704,01,081,3,6,Lee County                    ,99,99,26073641,0,0,0,0,0,0,0,0,0,99,99,26073641,0,0,0,0,0,0,0,0,0
201704,01,083,3,6,Limestone County              ,8,8,1849967,0,0,0,0,0,0,0,0,0,8,8,1849967,0,0,0,0,0,0,0,0,0
201704,01,089,3,6,Madison County                ,188,188,28459309,0,0,0,0,0,0,0,0,0,188,188,28459309,0,0,0,0,0,0,0,0,0
201704,01,113,3,6,Russell County                ,13,13,2432500,0,0,0,0,0,0,0,0,0,7,7,1601626,0,0,0,0,0,0,0,0,0
201704,01,115,3,6,St. Clair County              ,12,12,2144610,0,0,0,0,0,0,0,0,0,12,12,2144610,0,0,0,0,0,0,0,0,0
201704,01,117,3,6,Shelby County                 ,90,90,20537808,0,0,0,0,0,0,1,5,767250,34,34,7043738,0,0,0,0,0,0,0,0,0
201704,01,127,3,6,Walker County                 ,2,2,225000,0,0,0,0,0,0,0,0,0,2,2,225000,0,0,0,0,0,0,0,0,0
201704,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,020,4,9,Anchorage Municipality        ,67,67,20993144,0,0,0,1,3,520780,1,15,2371433,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,050,4,9,Bethel Census Area            ,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
201704,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,090,4,9,Fairbanks North Star Borough  ,2,2,585000,0,0,0,0,0,0,0,0,0,2,2,585000,0,0,0,0,0,0,0,0,0
201704,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201704,02,110,4,9,Juneau City and Borough       ,6,6,1121380,0,0,0,0,0,0,0,0,0,6,6,1121380,0,0,0,0,0,0,0,0,0
201704,02,122,4,9,Kenai Peninsula Borough       ,19,19,2747607,1,2,250465,0,0,0,0,0,0,16,16,2085000,0,0,0,0,0,0,0,0,0
