Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201810,01,001,3,6,Autauga County                ,10,10,3203703,0,0,0,0,0,0,0,0,0,10,10,3203703,0,0,0,0,0,0,0,0,0
201810,01,007,3,6,Bibb County                   ,1,1,255129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,01,009,3,6,Blount County                 ,1,1,375000,0,0,0,0,0,0,0,0,0,1,1,375000,0,0,0,0,0,0,0,0,0
201810,01,021,3,6,Chilton County                ,1,1,130000,0,0,0,0,0,0,0,0,0,1,1,130000,0,0,0,0,0,0,0,0,0
201810,01,073,3,6,Jefferson County              ,100,100,33217277,0,0,0,0,0,0,0,0,0,76,76,27879531,0,0,0,0,0,0,0,0,0
201810,01,081,3,6,Lee County                    ,78,78,22952831,1,2,210669,0,0,0,1,32,8366881,28,28,8605453,0,0,0,0,0,0,0,0,0
201810,01,083,3,6,Limestone County              ,14,14,3309697,0,0,0,0,0,0,0,0,0,14,14,3309697,0,0,0,0,0,0,0,0,0
201810,01,089,3,6,Madison County                ,216,216,32865153,0,0,0,0,0,0,0,0,0,216,216,32865153,0,0,0,0,0,0,0,0,0
201810,01,113,3,6,Russell County                ,6,6,833360,0,0,0,0,0,0,0,0,0,6,6,833360,0,0,0,0,0,0,0,0,0
201810,01,115,3,6,St. Clair County              ,8,8,1629800,0,0,0,0,0,0,0,0,0,7,7,1408936,0,0,0,0,0,0,0,0,0
201810,01,117,3,6,Shelby County                 ,71,71,18370032,0,0,0,0,0,0,0,0,0,16,16,4684366,0,0,0,0,0,0,0,0,0
201810,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,020,4,9,Anchorage Municipality        ,71,71,22240726,0,0,0,1,4,694913,2,13,2055242,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,100,4,9,Haines Borough                ,1,1,278425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,02,110,4,9,Juneau City and Borough       ,1,1,216742,0,0,0,0,0,0,0,0,0,1,1,216742,0,0,0,0,0,0,0,0,0
201810,02,122,4,9,Kenai Peninsula Borough       ,6,6,1350444,0,0,0,0,0,0,0,0,0,2,2,485000,0,0,0,0,0,0,0,0,0
