Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201709,01,001,3,6,Autauga County                ,10,10,3481358,0,0,0,0,0,0,0,0,0,10,10,3481358,0,0,0,0,0,0,0,0,0
201709,01,007,3,6,Bibb County                   ,1,1,235594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,01,009,3,6,Blount County                 ,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
201709,01,021,3,6,Chilton County                ,7,7,944000,0,0,0,0,0,0,0,0,0,7,7,944000,0,0,0,0,0,0,0,0,0
201709,01,073,3,6,Jefferson County              ,119,119,30384843,0,0,0,0,0,0,0,0,0,108,108,29045420,0,0,0,0,0,0,0,0,0
201709,01,081,3,6,Lee County                    ,75,75,20965312,1,2,144250,0,0,0,0,0,0,19,19,5541124,0,0,0,0,0,0,0,0,0
201709,01,083,3,6,Limestone County              ,14,14,3237443,0,0,0,0,0,0,0,0,0,14,14,3237443,0,0,0,0,0,0,0,0,0
201709,01,089,3,6,Madison County                ,186,186,29944142,0,0,0,0,0,0,2,248,26379260,186,186,29944142,0,0,0,0,0,0,2,248,26379260
201709,01,113,3,6,Russell County                ,3,3,685501,0,0,0,0,0,0,9,84,10227774,3,3,685501,0,0,0,0,0,0,9,84,10227774
201709,01,115,3,6,St. Clair County              ,10,10,1828403,0,0,0,0,0,0,0,0,0,7,7,1259770,0,0,0,0,0,0,0,0,0
201709,01,117,3,6,Shelby County                 ,71,71,17522115,0,0,0,0,0,0,1,5,767250,35,35,8044336,0,0,0,0,0,0,0,0,0
201709,01,127,3,6,Walker County                 ,1,1,180000,0,0,0,0,0,0,0,0,0,1,1,180000,0,0,0,0,0,0,0,0,0
201709,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,020,4,9,Anchorage Municipality        ,64,64,20053152,0,0,0,1,4,694374,1,14,2213338,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,050,4,9,Bethel Census Area            ,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
201709,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201709,02,110,4,9,Juneau City and Borough       ,3,3,930770,1,2,351802,0,0,0,0,0,0,3,3,930770,1,2,351802,0,0,0,0,0,0
201709,02,122,4,9,Kenai Peninsula Borough       ,12,12,2423241,1,2,110000,0,0,0,0,0,0,7,7,1249932,0,0,0,0,0,0,0,0,0
