Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201909,01,001,3,6,Autauga County                ,14,14,3161585,0,0,0,0,0,0,0,0,0,14,14,3161585,0,0,0,0,0,0,0,0,0
201909,01,007,3,6,Bibb County                   ,1,1,186353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,01,009,3,6,Blount County                 ,2,2,254000,0,0,0,1,4,175000,0,0,0,2,2,254000,0,0,0,1,4,175000,0,0,0
201909,01,021,3,6,Chilton County                ,5,5,753650,0,0,0,0,0,0,0,0,0,5,5,753650,0,0,0,0,0,0,0,0,0
201909,01,073,3,6,Jefferson County              ,104,104,32949073,1,2,247329,0,0,0,1,16,1613435,69,69,19223431,0,0,0,0,0,0,0,0,0
201909,01,081,3,6,Lee County                    ,61,61,17216725,0,0,0,0,0,0,4,226,23229000,61,61,17216725,0,0,0,0,0,0,4,226,23229000
201909,01,083,3,6,Limestone County              ,33,33,7986899,0,0,0,0,0,0,0,0,0,33,33,7986899,0,0,0,0,0,0,0,0,0
201909,01,089,3,6,Madison County                ,239,239,32574465,0,0,0,0,0,0,0,0,0,239,239,32574465,0,0,0,0,0,0,0,0,0
201909,01,113,3,6,Russell County                ,19,19,2551932,0,0,0,0,0,0,0,0,0,19,19,2551932,0,0,0,0,0,0,0,0,0
201909,01,115,3,6,St. Clair County              ,17,17,2381348,0,0,0,0,0,0,0,0,0,9,9,999106,0,0,0,0,0,0,0,0,0
201909,01,117,3,6,Shelby County                 ,70,70,17211500,0,0,0,0,0,0,0,0,0,15,15,3856288,0,0,0,0,0,0,0,0,0
201909,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,020,4,9,Anchorage Municipality        ,64,64,20049258,0,0,0,1,4,694790,2,17,2687625,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,090,4,9,Fairbanks North Star Borough  ,1,1,267954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,100,4,9,Haines Borough                ,1,1,160842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,02,110,4,9,Juneau City and Borough       ,2,2,579396,0,0,0,0,0,0,13,78,11640156,2,2,579396,0,0,0,0,0,0,13,78,11640156
201909,02,122,4,9,Kenai Peninsula Borough       ,8,8,1736579,0,0,0,0,0,0,0,0,0,5,5,1120000,0,0,0,0,0,0,0,0,0
