Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202002,01,001,3,6,Autauga County                ,31,31,9231532,0,0,0,0,0,0,0,0,0,31,31,9231532,0,0,0,0,0,0,0,0,0
202002,01,007,3,6,Bibb County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,01,021,3,6,Chilton County                ,8,8,1012500,0,0,0,0,0,0,0,0,0,8,8,1012500,0,0,0,0,0,0,0,0,0
202002,01,073,3,6,Jefferson County              ,136,136,43322488,1,2,247329,0,0,0,1,10,1008397,128,128,41630157,0,0,0,0,0,0,0,0,0
202002,01,081,3,6,Lee County                    ,99,99,26190440,0,0,0,0,0,0,0,0,0,99,99,26190440,0,0,0,0,0,0,0,0,0
202002,01,083,3,6,Limestone County              ,32,32,7598614,0,0,0,0,0,0,0,0,0,32,32,7598614,0,0,0,0,0,0,0,0,0
202002,01,089,3,6,Madison County                ,282,282,29180646,0,0,0,0,0,0,0,0,0,207,207,15672185,0,0,0,0,0,0,0,0,0
202002,01,113,3,6,Russell County                ,8,8,1118913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,01,115,3,6,St. Clair County              ,22,22,4242340,0,0,0,0,0,0,0,0,0,14,14,2860098,0,0,0,0,0,0,0,0,0
202002,01,117,3,6,Shelby County                 ,113,113,24448515,0,0,0,0,0,0,0,0,0,53,53,9953456,0,0,0,0,0,0,0,0,0
202002,01,127,3,6,Walker County                 ,12,12,2458771,0,0,0,0,0,0,0,0,0,12,12,2458771,0,0,0,0,0,0,0,0,0
202002,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,020,4,9,Anchorage Municipality        ,77,77,24121764,0,0,0,1,4,694790,1,10,1580956,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,100,4,9,Haines Borough                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202002,02,110,4,9,Juneau City and Borough       ,2,2,242904,0,0,0,0,0,0,0,0,0,2,2,242904,0,0,0,0,0,0,0,0,0
202002,02,122,4,9,Kenai Peninsula Borough       ,5,5,1039769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
