Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201805,01,001,3,6,Autauga County                ,21,21,5816955,0,0,0,0,0,0,0,0,0,21,21,5816955,0,0,0,0,0,0,0,0,0
201805,01,007,3,6,Bibb County                   ,1,1,255129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,01,009,3,6,Blount County                 ,1,1,126000,0,0,0,0,0,0,0,0,0,1,1,126000,0,0,0,0,0,0,0,0,0
201805,01,021,3,6,Chilton County                ,1,1,179000,0,0,0,0,0,0,0,0,0,1,1,179000,0,0,0,0,0,0,0,0,0
201805,01,073,3,6,Jefferson County              ,142,142,41023169,0,0,0,0,0,0,5,80,8403299,106,106,31452411,0,0,0,0,0,0,5,80,8403299
201805,01,081,3,6,Lee County                    ,94,94,26445637,1,2,210669,0,0,0,1,28,7321021,37,37,10089626,0,0,0,0,0,0,0,0,0
201805,01,083,3,6,Limestone County              ,16,16,3782510,0,0,0,0,0,0,0,0,0,16,16,3782510,0,0,0,0,0,0,0,0,0
201805,01,089,3,6,Madison County                ,294,294,49791444,0,0,0,0,0,0,2,14,1531421,294,294,49791444,0,0,0,0,0,0,2,14,1531421
201805,01,113,3,6,Russell County                ,12,12,2246960,0,0,0,0,0,0,0,0,0,12,12,2246960,0,0,0,0,0,0,0,0,0
201805,01,115,3,6,St. Clair County              ,29,29,6429194,0,0,0,0,0,0,0,0,0,28,28,6208330,0,0,0,0,0,0,0,0,0
201805,01,117,3,6,Shelby County                 ,95,95,21486399,0,0,0,0,0,0,0,0,0,33,33,6740579,0,0,0,0,0,0,0,0,0
201805,01,127,3,6,Walker County                 ,1,1,207778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,020,4,9,Anchorage Municipality        ,85,85,26626221,0,0,0,1,4,694913,2,13,2055242,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,070,4,9,Dillingham Census Area        ,0,0,0,1,2,301442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,090,4,9,Fairbanks North Star Borough  ,9,9,2460781,0,0,0,0,0,0,0,0,0,9,9,2460781,0,0,0,0,0,0,0,0,0
201805,02,100,4,9,Haines Borough                ,1,1,278425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201805,02,110,4,9,Juneau City and Borough       ,3,3,528041,0,0,0,0,0,0,2,12,2243015,3,3,528041,0,0,0,0,0,0,2,12,2243015
201805,02,122,4,9,Kenai Peninsula Borough       ,13,13,2374684,0,0,0,1,3,322000,1,12,400000,8,8,1290000,0,0,0,1,3,322000,1,12,400000
