Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201802,01,001,3,6,Autauga County                ,22,22,7385560,0,0,0,0,0,0,0,0,0,22,22,7385560,0,0,0,0,0,0,0,0,0
201802,01,007,3,6,Bibb County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,01,009,3,6,Blount County                 ,1,1,130000,0,0,0,0,0,0,0,0,0,1,1,130000,0,0,0,0,0,0,0,0,0
201802,01,021,3,6,Chilton County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,01,073,3,6,Jefferson County              ,98,98,26004254,0,0,0,0,0,0,12,142,12015230,87,87,24748466,0,0,0,0,0,0,12,142,12015230
201802,01,081,3,6,Lee County                    ,76,76,20987194,1,2,144250,0,0,0,0,0,0,14,14,3930527,0,0,0,0,0,0,0,0,0
201802,01,083,3,6,Limestone County              ,11,11,2543705,0,0,0,0,0,0,0,0,0,11,11,2543705,0,0,0,0,0,0,0,0,0
201802,01,089,3,6,Madison County                ,192,192,27706409,0,0,0,0,0,0,0,0,0,191,191,27580094,0,0,0,0,0,0,0,0,0
201802,01,113,3,6,Russell County                ,23,23,2946863,0,0,0,0,0,0,0,0,0,23,23,2946863,0,0,0,0,0,0,0,0,0
201802,01,115,3,6,St. Clair County              ,15,15,2692966,0,0,0,0,0,0,0,0,0,11,11,1903469,0,0,0,0,0,0,0,0,0
201802,01,117,3,6,Shelby County                 ,103,103,23212071,0,0,0,0,0,0,1,5,767250,49,49,9908191,0,0,0,0,0,0,0,0,0
201802,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,020,4,9,Anchorage Municipality        ,66,66,20679813,0,0,0,1,4,694374,1,14,2213338,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,02,110,4,9,Juneau City and Borough       ,1,1,239065,0,0,0,1,3,577672,0,0,0,1,1,239065,0,0,0,1,3,577672,0,0,0
201802,02,122,4,9,Kenai Peninsula Borough       ,5,5,1213849,0,0,0,0,0,0,0,0,0,2,2,555000,0,0,0,0,0,0,0,0,0
