Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201706,01,001,3,6,Autauga County                ,6,6,1861023,0,0,0,0,0,0,0,0,0,6,6,1861023,0,0,0,0,0,0,0,0,0
201706,01,007,3,6,Bibb County                   ,1,1,235594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,01,021,3,6,Chilton County                ,4,4,510000,0,0,0,0,0,0,0,0,0,4,4,510000,0,0,0,0,0,0,0,0,0
201706,01,073,3,6,Jefferson County              ,114,114,26921584,0,0,0,0,0,0,2,48,6446338,89,89,23098747,0,0,0,0,0,0,0,0,0
201706,01,081,3,6,Lee County                    ,94,94,26465282,1,2,144250,0,0,0,0,0,0,41,41,11140632,0,0,0,0,0,0,0,0,0
201706,01,083,3,6,Limestone County              ,12,12,2156582,0,0,0,0,0,0,0,0,0,11,11,2077915,0,0,0,0,0,0,0,0,0
201706,01,089,3,6,Madison County                ,209,209,34275649,0,0,0,0,0,0,1,36,440575,208,208,34149334,0,0,0,0,0,0,1,36,440575
201706,01,113,3,6,Russell County                ,16,16,2710330,0,0,0,0,0,0,0,0,0,16,16,2710330,0,0,0,0,0,0,0,0,0
201706,01,115,3,6,St. Clair County              ,9,9,1998630,0,0,0,0,0,0,0,0,0,4,4,1000000,0,0,0,0,0,0,0,0,0
201706,01,117,3,6,Shelby County                 ,114,114,25718236,0,0,0,0,0,0,1,5,767250,50,50,10560675,0,0,0,0,0,0,0,0,0
201706,01,127,3,6,Walker County                 ,1,1,165000,0,0,0,0,0,0,0,0,0,1,1,165000,0,0,0,0,0,0,0,0,0
201706,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,020,4,9,Anchorage Municipality        ,83,83,26006432,0,0,0,2,6,1041561,2,20,3161911,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,050,4,9,Bethel Census Area            ,3,3,900000,0,0,0,0,0,0,0,0,0,3,3,900000,0,0,0,0,0,0,0,0,0
201706,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,090,4,9,Fairbanks North Star Borough  ,5,5,1265000,0,0,0,0,0,0,0,0,0,5,5,1265000,0,0,0,0,0,0,0,0,0
201706,02,100,4,9,Haines Borough                ,1,1,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201706,02,110,4,9,Juneau City and Borough       ,11,11,2177847,0,0,0,0,0,0,0,0,0,11,11,2177847,0,0,0,0,0,0,0,0,0
201706,02,122,4,9,Kenai Peninsula Borough       ,9,9,1616829,1,2,310000,1,3,300000,0,0,0,4,4,520000,1,2,310000,1,3,300000,0,0,0
