Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201806,01,001,3,6,Autauga County                ,15,15,4059709,0,0,0,0,0,0,0,0,0,15,15,4059709,0,0,0,0,0,0,0,0,0
201806,01,007,3,6,Bibb County                   ,1,1,255129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,01,009,3,6,Blount County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,01,021,3,6,Chilton County                ,4,4,445105,0,0,0,0,0,0,0,0,0,3,3,280676,0,0,0,0,0,0,0,0,0
201806,01,073,3,6,Jefferson County              ,151,151,40093174,1,2,107950,0,0,0,0,0,0,79,79,22827499,0,0,0,0,0,0,0,0,0
201806,01,081,3,6,Lee County                    ,92,92,25025767,1,2,210669,0,0,0,1,35,9151276,35,35,8669756,0,0,0,0,0,0,0,0,0
201806,01,083,3,6,Limestone County              ,7,7,1568150,0,0,0,0,0,0,0,0,0,7,7,1568150,0,0,0,0,0,0,0,0,0
201806,01,089,3,6,Madison County                ,251,251,41967774,0,0,0,0,0,0,0,0,0,247,247,41076822,0,0,0,0,0,0,0,0,0
201806,01,113,3,6,Russell County                ,8,8,1112760,0,0,0,0,0,0,0,0,0,8,8,1112760,0,0,0,0,0,0,0,0,0
201806,01,115,3,6,St. Clair County              ,12,12,2549055,0,0,0,0,0,0,0,0,0,10,10,2171834,0,0,0,0,0,0,0,0,0
201806,01,117,3,6,Shelby County                 ,94,94,21373332,0,0,0,0,0,0,0,0,0,53,53,10881269,0,0,0,0,0,0,0,0,0
201806,01,127,3,6,Walker County                 ,1,1,207778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,020,4,9,Anchorage Municipality        ,82,82,25686472,0,0,0,2,6,1042370,1,15,2371433,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,090,4,9,Fairbanks North Star Borough  ,1,1,264286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,100,4,9,Haines Borough                ,2,2,556850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201806,02,110,4,9,Juneau City and Borough       ,12,12,2080153,0,0,0,0,0,0,0,0,0,12,12,2080153,0,0,0,0,0,0,0,0,0
201806,02,122,4,9,Kenai Peninsula Borough       ,14,14,2251202,1,2,400000,0,0,0,0,0,0,10,10,1380000,1,2,400000,0,0,0,0,0,0
