Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201807,01,001,3,6,Autauga County                ,15,15,4796332,0,0,0,0,0,0,0,0,0,15,15,4796332,0,0,0,0,0,0,0,0,0
201807,01,007,3,6,Bibb County                   ,1,1,255129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,01,009,3,6,Blount County                 ,1,1,109000,0,0,0,0,0,0,0,0,0,1,1,109000,0,0,0,0,0,0,0,0,0
201807,01,021,3,6,Chilton County                ,2,2,350000,0,0,0,0,0,0,0,0,0,2,2,350000,0,0,0,0,0,0,0,0,0
201807,01,073,3,6,Jefferson County              ,136,136,35448604,0,0,0,0,0,0,0,0,0,93,93,24745262,0,0,0,0,0,0,0,0,0
201807,01,081,3,6,Lee County                    ,92,92,25632458,1,2,210669,0,0,0,1,32,8366881,38,38,10137290,0,0,0,0,0,0,0,0,0
201807,01,083,3,6,Limestone County              ,29,29,5167089,0,0,0,0,0,0,0,0,0,29,29,5167089,0,0,0,0,0,0,0,0,0
201807,01,089,3,6,Madison County                ,261,261,40731463,0,0,0,0,0,0,6,35,2510594,261,261,40731463,0,0,0,0,0,0,6,35,2510594
201807,01,113,3,6,Russell County                ,10,10,1298168,0,0,0,0,0,0,0,0,0,10,10,1298168,0,0,0,0,0,0,0,0,0
201807,01,115,3,6,St. Clair County              ,18,18,3585845,0,0,0,0,0,0,0,0,0,17,17,3364981,0,0,0,0,0,0,0,0,0
201807,01,117,3,6,Shelby County                 ,77,77,19176753,0,0,0,0,0,0,0,0,0,16,16,4220752,0,0,0,0,0,0,0,0,0
201807,01,127,3,6,Walker County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,016,4,9,Aleutians West Census Area    ,1,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,020,4,9,Anchorage Municipality        ,79,79,24746723,0,0,0,1,3,521185,1,10,1580956,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,090,4,9,Fairbanks North Star Borough  ,2,2,551728,0,0,0,0,0,0,0,0,0,2,2,551728,0,0,0,0,0,0,0,0,0
201807,02,100,4,9,Haines Borough                ,1,1,278425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201807,02,110,4,9,Juneau City and Borough       ,7,7,1777623,1,2,216321,0,0,0,0,0,0,7,7,1777623,1,2,216321,0,0,0,0,0,0
201807,02,122,4,9,Kenai Peninsula Borough       ,9,9,1772868,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
