Date,State,County,Code,Code.1,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7
2021-03-01,53,55,4,9,San Juan County               ,15,15,3294452,2,4,475560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,53,59,4,9,Skamania County               ,8,8,2219720,0,0,0,0,0,0,0,0,0,8,8,2219720,0,0,0,0,0,0,0,0,0
2021-03-01,53,61,4,9,Snohomish County              ,283,283,87571637,8,16,4648330,0,0,0,3,49,4990347,254,254,77774136,8,16,4648330,0,0,0,0,0,0
2018-10-01,53,5,4,9,Benton County                 ,84,84,25392748,2,4,664392,0,0,0,6,246,25349256,60,60,18194500,2,4,664392,0,0,0,5,240,24758160
2018-10-01,53,11,4,9,Clark County                  ,232,232,66983494,0,0,0,0,0,0,2,33,3243132,109,109,25234060,0,0,0,0,0,0,1,16,1525098
2018-10-01,53,21,4,9,Franklin County               ,53,53,15034902,2,4,347280,0,0,0,1,5,599552,12,12,4577837,0,0,0,0,0,0,0,0,0
2018-10-01,53,31,4,9,Jefferson County              ,16,16,3722901,0,0,0,0,0,0,0,0,0,4,4,860805,0,0,0,0,0,0,0,0,0
2018-10-01,53,33,4,9,King County                   ,347,347,138814807,21,42,10085092,17,59,11985896,19,721,90865087,252,252,96845432,21,42,10085092,17,59,11985896,16,682,86690397
2018-10-01,53,35,4,9,Kitsap County                 ,81,81,26589747,1,2,376225,0,0,0,0,0,0,71,71,24103723,1,2,376225,0,0,0,0,0,0
2018-10-01,53,53,4,9,Pierce County                 ,233,233,66126670,6,12,1280723,0,0,0,7,113,13006315,217,217,61300805,5,10,976929,0,0,0,7,113,13006315
2018-10-01,53,55,4,9,San Juan County               ,12,12,2582467,0,0,0,0,0,0,0,0,0,2,2,337600,0,0,0,0,0,0,0,0,0
2018-10-01,53,59,4,9,Skamania County               ,9,9,1744175,0,0,0,0,0,0,0,0,0,9,9,1744175,0,0,0,0,0,0,0,0,0
2018-10-01,53,61,4,9,Snohomish County              ,216,216,69907982,1,2,351799,2,8,1825873,5,33,6202807,176,176,58942597,0,0,0,2,8,1825873,5,33,6202807
2020-11-01,53,5,4,9,Benton County                 ,109,109,34699839,0,0,0,0,0,0,0,0,0,109,109,34699839,0,0,0,0,0,0,0,0,0
2020-11-01,53,11,4,9,Clark County                  ,266,266,77594383,0,0,0,0,0,0,3,32,3247423,129,129,34593705,0,0,0,0,0,0,3,32,3247423
2020-11-01,53,21,4,9,Franklin County               ,51,51,14021018,1,2,173640,0,0,0,0,0,0,9,9,3079767,0,0,0,0,0,0,0,0,0
2020-11-01,53,31,4,9,Jefferson County              ,14,14,3086316,0,0,0,0,0,0,0,0,0,3,3,349049,0,0,0,0,0,0,0,0,0
2020-11-01,53,33,4,9,King County                   ,261,261,101340272,20,40,7281778,14,46,7935162,26,598,84288767,160,160,60017386,19,38,6762700,13,43,7285262,22,470,69944505
2020-11-01,53,35,4,9,Kitsap County                 ,56,56,17886011,4,8,1377476,0,0,0,0,0,0,56,56,17886011,4,8,1377476,0,0,0,0,0,0
2020-11-01,53,53,4,9,Pierce County                 ,178,178,54792369,5,10,1797488,3,11,2208998,14,362,48462870,178,178,54792369,5,10,1797488,3,11,2208998,14,362,48462870
2020-11-01,53,55,4,9,San Juan County               ,9,9,2127763,0,0,0,0,0,0,0,0,0,1,1,245000,0,0,0,0,0,0,0,0,0
2020-11-01,53,59,4,9,Skamania County               ,4,4,831124,0,0,0,0,0,0,0,0,0,4,4,831124,0,0,0,0,0,0,0,0,0
2020-11-01,53,61,4,9,Snohomish County              ,171,171,57280907,7,14,3763779,0,0,0,4,68,7077015,148,148,50289055,5,10,2821650,0,0,0,0,0,0
2019-02-01,53,5,4,9,Benton County                 ,54,54,16511454,1,2,405100,0,0,0,1,5,492580,10,10,2958535,0,0,0,0,0,0,0,0,0
2019-02-01,53,11,4,9,Clark County                  ,187,187,55491583,1,2,354670,0,0,0,8,219,22114205,171,171,51203572,0,0,0,0,0,0,7,214,21569875
2019-02-01,53,21,4,9,Franklin County               ,38,38,9979489,1,2,173640,0,0,0,0,0,0,6,6,1817877,0,0,0,0,0,0,0,0,0
2019-02-01,53,31,4,9,Jefferson County              ,12,12,2802572,0,0,0,0,0,0,0,0,0,8,8,2140812,0,0,0,0,0,0,0,0,0
2019-02-01,53,33,4,9,King County                   ,241,241,90470960,11,22,4992531,13,45,7958096,12,103,10724057,161,161,56862641,11,22,4992531,12,41,7376720,11,98,10092582
2019-02-01,53,35,4,9,Kitsap County                 ,69,69,23082818,0,0,0,0,0,0,0,0,0,61,61,21093999,0,0,0,0,0,0,0,0,0
2019-02-01,53,53,4,9,Pierce County                 ,156,156,45956251,2,4,784998,4,15,3888312,0,0,0,153,153,44960607,2,4,784998,4,15,3888312,0,0,0
2019-02-01,53,55,4,9,San Juan County               ,7,7,1576698,0,0,0,0,0,0,0,0,0,7,7,1576698,0,0,0,0,0,0,0,0,0
2019-02-01,53,59,4,9,Skamania County               ,1,1,221108,0,0,0,0,0,0,0,0,0,1,1,221108,0,0,0,0,0,0,0,0,0
2019-02-01,53,61,4,9,Snohomish County              ,135,135,37624667,3,6,1420894,5,16,3888926,3,16,2309947,102,102,27226359,3,6,1420894,5,16,3888926,1,6,1220424
2020-07-01,53,5,4,9,Benton County                 ,126,126,35722537,0,0,0,3,10,1585011,1,29,3466192,74,74,20134131,0,0,0,1,4,681857,0,0,0
2020-07-01,53,11,4,9,Clark County                  ,352,352,99786232,1,2,402088,0,0,0,8,103,13405747,188,188,48655863,1,2,402088,0,0,0,7,98,12900443
2020-07-01,53,21,4,9,Franklin County               ,55,55,15038997,1,2,173640,0,0,0,0,0,0,6,6,2274204,0,0,0,0,0,0,0,0,0
2020-07-01,53,31,4,9,Jefferson County              ,14,14,3353684,0,0,0,0,0,0,0,0,0,1,1,118732,0,0,0,0,0,0,0,0,0
2020-07-01,53,33,4,9,King County                   ,378,378,145094538,21,42,13504484,17,59,14870764,14,515,86830176,267,267,97684746,21,42,13504484,16,56,14370252,12,425,79121753
2020-07-01,53,35,4,9,Kitsap County                 ,72,72,20346634,1,2,168447,0,0,0,2,54,4839339,72,72,20346634,1,2,168447,0,0,0,2,54,4839339
2020-07-01,53,53,4,9,Pierce County                 ,255,255,73517136,8,16,2582793,1,4,864151,10,158,17735060,254,254,73055636,8,16,2582793,1,4,864151,10,158,17735060
2020-07-01,53,55,4,9,San Juan County               ,12,12,2588416,1,2,237780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,53,59,4,9,Skamania County               ,5,5,1001182,0,0,0,0,0,0,0,0,0,5,5,1001182,0,0,0,0,0,0,0,0,0
2020-07-01,53,61,4,9,Snohomish County              ,269,269,78810042,3,6,1413903,2,7,1571974,5,89,10716213,237,237,68233358,2,4,942838,2,7,1571974,2,10,2186087
2018-06-01,53,5,4,9,Benton County                 ,75,75,21738578,0,0,0,0,0,0,2,16,1603435,24,24,7182139,0,0,0,0,0,0,0,0,0
2018-06-01,53,11,4,9,Clark County                  ,238,238,71260777,1,2,354670,1,3,280202,4,94,7364435,93,93,22192022,0,0,0,1,3,280202,3,76,5545340
2018-06-01,53,21,4,9,Franklin County               ,62,62,17384363,3,6,520919,0,0,0,0,0,0,14,14,5141945,0,0,0,0,0,0,0,0,0
2018-06-01,53,31,4,9,Jefferson County              ,18,18,3814961,0,0,0,0,0,0,0,0,0,4,4,475849,0,0,0,0,0,0,0,0,0
2018-06-01,53,33,4,9,King County                   ,356,356,137908828,10,20,3930891,21,68,11373320,20,856,104696335,252,252,91269996,10,20,3930891,21,68,11373320,18,821,100681661
2018-06-01,53,35,4,9,Kitsap County                 ,93,93,33590645,2,4,692288,0,0,0,0,0,0,93,93,33590645,2,4,692288,0,0,0,0,0,0
2018-06-01,53,53,4,9,Pierce County                 ,249,249,77216287,2,4,708252,0,0,0,16,607,74824911,248,248,76856187,2,4,708252,0,0,0,16,607,74824911
2018-06-01,53,55,4,9,San Juan County               ,23,23,3470606,0,0,0,0,0,0,0,0,0,23,23,3470606,0,0,0,0,0,0,0,0,0
2018-06-01,53,59,4,9,Skamania County               ,5,5,1224861,0,0,0,0,0,0,0,0,0,1,1,325000,0,0,0,0,0,0,0,0,0
2018-06-01,53,61,4,9,Snohomish County              ,199,199,63845649,5,10,1931099,0,0,0,4,58,4650239,133,133,44818155,3,6,1227501,0,0,0,2,48,3895634
2017-03-01,53,5,4,9,Benton County                 ,88,88,27212714,0,0,0,0,0,0,0,0,0,44,44,12637656,0,0,0,0,0,0,0,0,0
2017-03-01,53,11,4,9,Clark County                  ,194,194,56174183,5,10,1288902,0,0,0,5,108,7953498,187,187,54488222,5,10,1288902,0,0,0,4,88,5947231
2017-03-01,53,21,4,9,Franklin County               ,43,43,11460794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,53,31,4,9,Jefferson County              ,14,14,3131178,0,0,0,0,0,0,0,0,0,14,14,3131178,0,0,0,0,0,0,0,0,0
2017-03-01,53,33,4,9,King County                   ,337,337,136471143,16,32,6920222,14,53,8388779,27,1072,148397652,285,285,108467419,15,30,6597115,14,53,8388779,24,1022,140625882
2017-03-01,53,35,4,9,Kitsap County                 ,70,70,20002504,0,0,0,0,0,0,1,18,3670119,70,70,20002504,0,0,0,0,0,0,1,18,3670119
2017-03-01,53,53,4,9,Pierce County                 ,201,201,60156273,3,6,1026946,1,3,561459,3,65,7830562,199,199,59628950,3,6,1026946,0,0,0,2,60,6935259
2017-03-01,53,55,4,9,San Juan County               ,12,12,2887299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,53,59,4,9,Skamania County               ,3,3,764472,0,0,0,0,0,0,0,0,0,3,3,764472,0,0,0,0,0,0,0,0,0
2017-03-01,53,61,4,9,Snohomish County              ,151,151,40691207,1,2,416172,0,0,0,1,13,600010,126,126,34866729,0,0,0,0,0,0,0,0,0
