Date,State,County,Code,Code.1,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7
2020-12-01,53,5,4,9,Benton County                 ,131,131,40056796,4,8,652940,0,0,0,2,24,3274774,131,131,40056796,4,8,652940,0,0,0,2,24,3274774
2020-12-01,53,11,4,9,Clark County                  ,346,346,96795682,0,0,0,1,4,767183,7,227,23684327,179,179,44723692,0,0,0,1,4,767183,6,222,23179023
2020-12-01,53,21,4,9,Franklin County               ,46,46,13408496,0,0,0,0,0,0,0,0,0,46,46,13408496,0,0,0,0,0,0,0,0,0
2020-12-01,53,31,4,9,Jefferson County              ,14,14,3280000,0,0,0,0,0,0,0,0,0,3,3,542733,0,0,0,0,0,0,0,0,0
2020-12-01,53,33,4,9,King County                   ,369,369,144023262,27,54,15088673,14,48,10629196,24,1473,314428430,243,243,91841609,26,52,14569595,14,48,10629196,20,1254,289866213
2020-12-01,53,35,4,9,Kitsap County                 ,93,93,27533913,0,0,0,0,0,0,2,58,3399891,93,93,27533913,0,0,0,0,0,0,2,58,3399891
2020-12-01,53,53,4,9,Pierce County                 ,173,173,51750550,1,2,414170,3,12,2294578,11,94,10790190,173,173,51750550,1,2,414170,3,12,2294578,11,94,10790190
2020-12-01,53,55,4,9,San Juan County               ,8,8,1882763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,53,59,4,9,Skamania County               ,5,5,991091,0,0,0,0,0,0,0,0,0,5,5,991091,0,0,0,0,0,0,0,0,0
2020-12-01,53,61,4,9,Snohomish County              ,153,153,47120563,5,10,2580036,0,0,0,15,253,42317547,139,139,43038557,4,8,2108971,0,0,0,10,141,30638889
2019-01-01,53,5,4,9,Benton County                 ,87,87,24918228,1,2,758350,0,0,0,12,276,32410740,69,69,19351686,1,2,758350,0,0,0,12,276,32410740
2019-01-01,53,11,4,9,Clark County                  ,182,182,49764337,0,0,0,1,4,282761,4,40,4298643,171,171,47031758,0,0,0,1,4,282761,4,40,4298643
2019-01-01,53,21,4,9,Franklin County               ,37,37,9824177,3,6,520919,0,0,0,0,0,0,4,4,1407515,0,0,0,0,0,0,0,0,0
2019-01-01,53,31,4,9,Jefferson County              ,11,11,2855075,0,0,0,0,0,0,0,0,0,11,11,2855075,0,0,0,0,0,0,0,0,0
2019-01-01,53,33,4,9,King County                   ,256,256,101907382,25,50,11003242,15,53,10200511,15,623,91263832,160,160,61075676,25,50,11003242,15,53,10200511,14,618,90763767
2019-01-01,53,35,4,9,Kitsap County                 ,52,52,15157095,0,0,0,0,0,0,0,0,0,44,44,13168276,0,0,0,0,0,0,0,0,0
2019-01-01,53,53,4,9,Pierce County                 ,179,179,54848851,1,2,150000,10,40,6160580,3,80,10878148,167,167,51516382,0,0,0,10,40,6160580,1,7,1794444
2019-01-01,53,55,4,9,San Juan County               ,6,6,899072,0,0,0,0,0,0,0,0,0,6,6,899072,0,0,0,0,0,0,0,0,0
2019-01-01,53,59,4,9,Skamania County               ,6,6,1449636,0,0,0,0,0,0,0,0,0,6,6,1449636,0,0,0,0,0,0,0,0,0
2019-01-01,53,61,4,9,Snohomish County              ,143,143,41720833,0,0,0,9,36,8542369,11,69,12376215,139,139,40511917,0,0,0,9,36,8542369,11,69,12376215
2020-04-01,53,5,4,9,Benton County                 ,33,33,11516408,1,2,368284,0,0,0,0,0,0,33,33,11516408,1,2,368284,0,0,0,0,0,0
2020-04-01,53,11,4,9,Clark County                  ,139,139,41991787,0,0,0,0,0,0,0,0,0,30,30,8794762,0,0,0,0,0,0,0,0,0
2020-04-01,53,21,4,9,Franklin County               ,30,30,8000977,0,0,0,0,0,0,0,0,0,2,2,706809,0,0,0,0,0,0,0,0,0
2020-04-01,53,31,4,9,Jefferson County              ,10,10,2438701,0,0,0,0,0,0,0,0,0,1,1,199119,0,0,0,0,0,0,0,0,0
2020-04-01,53,33,4,9,King County                   ,181,181,69167615,21,42,9915957,21,73,15776610,11,796,117885605,105,105,37693360,19,38,8890337,21,73,15776610,7,675,104675022
2020-04-01,53,35,4,9,Kitsap County                 ,23,23,6577090,0,0,0,0,0,0,1,13,1096651,12,12,3893631,0,0,0,0,0,0,0,0,0
2020-04-01,53,53,4,9,Pierce County                 ,141,141,42522180,7,14,2457349,6,23,3657696,4,196,30164821,129,129,38928981,6,12,2091391,5,20,3193195,3,132,22188813
2020-04-01,53,55,4,9,San Juan County               ,6,6,1412072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,53,59,4,9,Skamania County               ,6,6,1260554,0,0,0,0,0,0,0,0,0,6,6,1260554,0,0,0,0,0,0,0,0,0
2020-04-01,53,61,4,9,Snohomish County              ,107,107,26090985,1,2,471065,0,0,0,2,47,5232118,91,91,21248944,0,0,0,0,0,0,0,0,0
2018-05-01,53,5,4,9,Benton County                 ,79,79,23451517,2,4,353172,2,6,1059516,2,19,1906396,27,27,8595151,2,4,353172,2,6,1059516,0,0,0
2018-05-01,53,11,4,9,Clark County                  ,262,262,73749989,3,6,1042682,1,3,607164,1,16,1616974,110,110,22433492,2,4,688012,0,0,0,0,0,0
2018-05-01,53,21,4,9,Franklin County               ,65,65,17909647,2,4,347280,0,0,0,1,5,599552,15,15,5157128,0,0,0,0,0,0,0,0,0
2018-05-01,53,31,4,9,Jefferson County              ,15,15,3398604,0,0,0,0,0,0,0,0,0,2,2,298000,0,0,0,0,0,0,0,0,0
2018-05-01,53,33,4,9,King County                   ,384,384,146645105,10,20,4578581,5,16,3394445,11,600,79432789,272,272,97890337,10,20,4578581,4,13,2743108,8,559,75053156
2018-05-01,53,35,4,9,Kitsap County                 ,87,87,25534536,0,0,0,0,0,0,0,0,0,66,66,18580911,0,0,0,0,0,0,0,0,0
2018-05-01,53,53,4,9,Pierce County                 ,216,216,65487679,3,6,1158118,1,4,547684,4,96,10399437,212,212,64238147,3,6,1158118,1,4,547684,4,96,10399437
2018-05-01,53,55,4,9,San Juan County               ,11,11,2015983,0,0,0,0,0,0,0,0,0,11,11,2015983,0,0,0,0,0,0,0,0,0
2018-05-01,53,59,4,9,Skamania County               ,8,8,1697868,0,0,0,0,0,0,0,0,0,8,8,1697868,0,0,0,0,0,0,0,0,0
2018-05-01,53,61,4,9,Snohomish County              ,196,196,57434142,1,2,350695,1,3,477912,6,89,10197404,177,177,51178731,1,2,350695,1,3,477912,6,89,10197404
2020-08-01,53,5,4,9,Benton County                 ,84,84,25107742,2,4,731893,0,0,0,1,24,2868573,23,23,8023460,0,0,0,0,0,0,0,0,0
2020-08-01,53,11,4,9,Clark County                  ,365,365,106533983,2,4,968783,2,8,850659,3,48,5600135,202,202,55788611,2,4,968783,2,8,850659,3,48,5600135
2020-08-01,53,21,4,9,Franklin County               ,60,60,17114284,1,2,173640,0,0,0,0,0,0,11,11,4309997,0,0,0,0,0,0,0,0,0
2020-08-01,53,31,4,9,Jefferson County              ,14,14,3047078,0,0,0,0,0,0,0,0,0,3,3,309811,0,0,0,0,0,0,0,0,0
2020-08-01,53,33,4,9,King County                   ,322,322,137449784,19,38,9968733,11,37,7451875,21,757,82615993,217,217,94048602,18,36,9449655,10,34,6801975,17,650,70662896
2020-08-01,53,35,4,9,Kitsap County                 ,80,80,24211271,1,2,390681,0,0,0,1,7,590504,61,61,19576206,1,2,390681,0,0,0,0,0,0
2020-08-01,53,53,4,9,Pierce County                 ,199,199,57336718,1,2,280000,2,7,1483551,19,129,21123125,199,199,57336718,1,2,280000,2,7,1483551,19,129,21123125
2020-08-01,53,55,4,9,San Juan County               ,11,11,2353070,1,2,237780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,53,59,4,9,Skamania County               ,6,6,1088920,0,0,0,0,0,0,0,0,0,6,6,1088920,0,0,0,0,0,0,0,0,0
2020-08-01,53,61,4,9,Snohomish County              ,274,274,89225045,8,16,3809632,3,12,2799504,6,163,18010218,257,257,84320398,7,14,3338567,3,12,2799504,4,109,12232805
2018-09-01,53,5,4,9,Benton County                 ,51,51,15157825,0,0,0,0,0,0,1,8,807895,13,13,4307436,0,0,0,0,0,0,0,0,0
2018-09-01,53,11,4,9,Clark County                  ,178,178,56224208,1,2,354670,0,0,0,3,45,3405125,66,66,18315586,0,0,0,0,0,0,2,30,1889212
2018-09-01,53,21,4,9,Franklin County               ,45,45,12376174,2,4,347280,0,0,0,1,5,599552,7,7,2684260,0,0,0,0,0,0,0,0,0
2018-09-01,53,31,4,9,Jefferson County              ,14,14,3755147,0,0,0,0,0,0,0,0,0,2,2,893051,0,0,0,0,0,0,0,0,0
2018-09-01,53,33,4,9,King County                   ,340,340,131744061,18,36,7255038,16,52,10838310,24,887,106314794,241,241,90189262,18,36,7255038,15,49,10384514,22,853,102592523
2018-09-01,53,35,4,9,Kitsap County                 ,70,70,21512510,3,6,1066866,0,0,0,2,48,2415350,70,70,21512510,3,6,1066866,0,0,0,2,48,2415350
2018-09-01,53,53,4,9,Pierce County                 ,140,140,44312027,12,24,4367035,0,0,0,13,264,27675962,138,138,43549238,12,24,4367035,0,0,0,13,264,27675962
2018-09-01,53,55,4,9,San Juan County               ,17,17,2494853,0,0,0,0,0,0,0,0,0,6,6,25500,0,0,0,0,0,0,0,0,0
2018-09-01,53,59,4,9,Skamania County               ,4,4,899861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,53,61,4,9,Snohomish County              ,144,144,49615767,3,6,1282325,11,38,7840545,4,26,4895023,125,125,43745875,3,6,1282325,11,38,7840545,4,26,4895023
2018-08-01,53,5,4,9,Benton County                 ,79,79,22253832,1,2,405100,0,0,0,2,21,1792580,54,54,14755657,0,0,0,0,0,0,1,16,1300000
2018-08-01,53,11,4,9,Clark County                  ,230,230,70373963,2,4,362301,3,11,1196494,24,365,34830928,96,96,24964868,2,4,362301,3,11,1196494,23,351,33416076
2018-08-01,53,21,4,9,Franklin County               ,59,59,16921560,2,4,347280,0,0,0,1,5,599552,14,14,5444293,0,0,0,0,0,0,0,0,0
2018-08-01,53,31,4,9,Jefferson County              ,22,22,5255128,0,0,0,0,0,0,0,0,0,6,6,1439000,0,0,0,0,0,0,0,0,0
2018-08-01,53,33,4,9,King County                   ,386,386,158886073,24,48,10344989,12,43,8527802,20,900,125263773,297,297,119083340,24,48,10344989,12,43,8527802,18,890,124132233
2018-08-01,53,35,4,9,Kitsap County                 ,88,88,29457581,0,0,0,0,0,0,9,54,5029810,77,77,26722954,0,0,0,0,0,0,9,54,5029810
2018-08-01,53,53,4,9,Pierce County                 ,228,228,68691057,15,30,5868779,0,0,0,8,252,34072175,226,226,67868321,15,30,5868779,0,0,0,8,252,34072175
2018-08-01,53,55,4,9,San Juan County               ,12,12,1932878,0,0,0,0,0,0,0,0,0,12,12,1932878,0,0,0,0,0,0,0,0,0
2018-08-01,53,59,4,9,Skamania County               ,9,9,2095374,0,0,0,0,0,0,0,0,0,9,9,2095374,0,0,0,0,0,0,0,0,0
2018-08-01,53,61,4,9,Snohomish County              ,224,224,71902655,1,2,351799,8,31,7276187,7,43,7623934,167,167,55540670,0,0,0,8,31,7276187,7,43,7623934
2020-09-01,53,5,4,9,Benton County                 ,89,89,25889159,0,0,0,0,0,0,0,0,0,67,67,20726243,0,0,0,0,0,0,0,0,0
2020-09-01,53,11,4,9,Clark County                  ,366,366,100759161,0,0,0,0,0,0,10,111,11381955,202,202,49283897,0,0,0,0,0,0,9,106,10876651
2020-09-01,53,21,4,9,Franklin County               ,63,63,17702473,1,2,173640,0,0,0,0,0,0,11,11,4116668,0,0,0,0,0,0,0,0,0
2020-09-01,53,31,4,9,Jefferson County              ,16,16,3601252,0,0,0,0,0,0,0,0,0,3,3,366300,0,0,0,0,0,0,0,0,0
2020-09-01,53,33,4,9,King County                   ,320,320,128116116,21,42,11804518,16,57,7957339,23,1291,133864154,204,204,80114484,18,36,10541437,15,53,6620868,21,1195,123597450
2020-09-01,53,35,4,9,Kitsap County                 ,96,96,30566132,1,2,331376,0,0,0,4,96,9458979,76,76,25687116,1,2,331376,0,0,0,3,85,8531043
2020-09-01,53,53,4,9,Pierce County                 ,233,233,73660587,1,2,355932,1,4,772051,13,321,31364514,232,232,73199087,1,2,355932,1,4,772051,13,321,31364514
2020-09-01,53,55,4,9,San Juan County               ,11,11,2814790,0,0,0,0,0,0,0,0,0,2,2,696681,0,0,0,0,0,0,0,0,0
2020-09-01,53,59,4,9,Skamania County               ,3,3,717619,0,0,0,0,0,0,0,0,0,3,3,717619,0,0,0,0,0,0,0,0,0
2020-09-01,53,61,4,9,Snohomish County              ,244,244,71044979,10,20,4439666,0,0,0,9,95,12323654,218,218,62297470,10,20,4439666,0,0,0,5,31,5428090
2017-01-01,53,5,4,9,Benton County                 ,48,48,14224291,0,0,0,0,0,0,1,12,1375495,10,10,3346254,0,0,0,0,0,0,0,0,0
2017-01-01,53,11,4,9,Clark County                  ,162,162,42495154,0,0,0,0,0,0,5,100,8092797,43,43,8111947,0,0,0,0,0,0,3,64,4309824
2017-01-01,53,21,4,9,Franklin County               ,28,28,7405468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,53,31,4,9,Jefferson County              ,10,10,2503369,0,0,0,0,0,0,0,0,0,10,10,2503369,0,0,0,0,0,0,0,0,0
2017-01-01,53,33,4,9,King County                   ,300,300,119615722,22,44,9469324,15,53,11938485,22,608,83558107,252,252,94983597,22,44,9469324,15,53,11938485,19,559,76116852
2017-01-01,53,35,4,9,Kitsap County                 ,64,64,17880808,0,0,0,0,0,0,0,0,0,64,64,17880808,0,0,0,0,0,0,0,0,0
2017-01-01,53,53,4,9,Pierce County                 ,221,221,67916830,1,2,342336,0,0,0,9,328,39938263,220,220,67653168,1,2,342336,0,0,0,8,323,39042960
2017-01-01,53,55,4,9,San Juan County               ,5,5,1203041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,53,59,4,9,Skamania County               ,2,2,496863,0,0,0,0,0,0,0,0,0,2,2,496863,0,0,0,0,0,0,0,0,0
2017-01-01,53,61,4,9,Snohomish County              ,210,210,59126507,2,4,909810,1,3,404502,2,31,3179744,193,193,55139652,1,2,493638,1,3,404502,0,0,0
2018-04-01,53,5,4,9,Benton County                 ,81,81,23666459,1,2,375513,0,0,0,1,5,492580,55,55,15868357,1,2,375513,0,0,0,0,0,0
2018-04-01,53,11,4,9,Clark County                  ,229,229,65067698,3,6,718747,1,3,607164,2,24,2487902,82,82,15587912,2,4,364077,0,0,0,0,0,0
2018-04-01,53,21,4,9,Franklin County               ,62,62,17167452,2,4,347280,0,0,0,1,5,599552,2,2,317931,0,0,0,0,0,0,0,0,0
2018-04-01,53,31,4,9,Jefferson County              ,11,11,2545183,0,0,0,0,0,0,0,0,0,11,11,2545183,0,0,0,0,0,0,0,0,0
2018-04-01,53,33,4,9,King County                   ,448,448,160490887,16,32,6859242,13,42,7299914,16,770,82093039,337,337,111644558,16,32,6859242,12,39,6799402,12,711,75398222
2018-04-01,53,35,4,9,Kitsap County                 ,73,73,25092160,0,0,0,0,0,0,0,0,0,73,73,25092160,0,0,0,0,0,0,0,0,0
2018-04-01,53,53,4,9,Pierce County                 ,228,228,68004707,2,4,662041,3,12,2167369,8,372,48704134,225,225,66949116,2,4,662041,3,12,2167369,8,372,48704134
2018-04-01,53,55,4,9,San Juan County               ,10,10,2244867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,53,59,4,9,Skamania County               ,4,4,1092488,0,0,0,0,0,0,0,0,0,4,4,1092488,0,0,0,0,0,0,0,0,0
2018-04-01,53,61,4,9,Snohomish County              ,154,154,43792214,6,12,2590728,0,0,0,16,467,43780427,117,117,31979797,6,12,2590728,0,0,0,16,467,43780427
2020-05-01,53,5,4,9,Benton County                 ,70,70,22318505,1,2,320697,0,0,0,0,0,0,70,70,22318505,1,2,320697,0,0,0,0,0,0
2020-05-01,53,11,4,9,Clark County                  ,231,231,69971848,3,6,1169297,0,0,0,0,0,0,104,104,31448253,3,6,1169297,0,0,0,0,0,0
2020-05-01,53,21,4,9,Franklin County               ,43,43,12104236,0,0,0,0,0,0,0,0,0,11,11,3768044,0,0,0,0,0,0,0,0,0
2020-05-01,53,31,4,9,Jefferson County              ,11,11,2583136,0,0,0,0,0,0,0,0,0,11,11,2583136,0,0,0,0,0,0,0,0,0
2020-05-01,53,33,4,9,King County                   ,267,267,98841122,24,48,12610461,16,58,11653372,23,1660,208371320,183,183,64551801,22,44,11584841,15,55,10651019,18,1538,195151631
2020-05-01,53,35,4,9,Kitsap County                 ,113,113,32129953,0,0,0,0,0,0,0,0,0,113,113,32129953,0,0,0,0,0,0,0,0,0
2020-05-01,53,53,4,9,Pierce County                 ,244,244,73611869,7,14,2706551,2,8,1478995,2,92,9715531,243,243,73278761,7,14,2706551,2,8,1478995,2,92,9715531
2020-05-01,53,55,4,9,San Juan County               ,9,9,2202763,0,0,0,0,0,0,0,0,0,1,1,320000,0,0,0,0,0,0,0,0,0
2020-05-01,53,59,4,9,Skamania County               ,11,11,2516898,0,0,0,0,0,0,0,0,0,11,11,2516898,0,0,0,0,0,0,0,0,0
2020-05-01,53,61,4,9,Snohomish County              ,178,178,53064462,1,2,471065,0,0,0,7,333,62232850,154,154,45359847,0,0,0,0,0,0,3,258,54019103
2018-12-01,53,5,4,9,Benton County                 ,70,70,21076286,2,4,758350,0,0,0,0,0,0,53,53,15735068,2,4,758350,0,0,0,0,0,0
2018-12-01,53,11,4,9,Clark County                  ,162,162,49302618,1,2,217545,0,0,0,5,82,7634165,53,53,12601966,1,2,217545,0,0,0,2,48,4120045
2018-12-01,53,21,4,9,Franklin County               ,48,48,12885727,2,4,347280,0,0,0,1,5,599552,13,13,3958964,0,0,0,0,0,0,0,0,0
2018-12-01,53,31,4,9,Jefferson County              ,10,10,2165876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,53,33,4,9,King County                   ,230,230,93592422,18,36,7377774,13,47,9138207,22,1135,90494957,117,117,45564453,18,36,7377774,12,44,8637695,20,1092,86100967
2018-12-01,53,35,4,9,Kitsap County                 ,54,54,15898264,1,2,366617,0,0,0,0,0,0,46,46,13909445,1,2,366617,0,0,0,0,0,0
2018-12-01,53,53,4,9,Pierce County                 ,151,151,46862478,5,10,1764435,2,8,1234302,5,326,52300473,149,149,46269523,5,10,1764435,2,8,1234302,5,326,52300473
2018-12-01,53,55,4,9,San Juan County               ,7,7,1351435,0,0,0,0,0,0,0,0,0,7,7,1351435,0,0,0,0,0,0,0,0,0
2018-12-01,53,59,4,9,Skamania County               ,3,3,674896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,53,61,4,9,Snohomish County              ,188,188,54249982,1,2,351799,2,6,1002184,0,0,0,153,153,44719937,0,0,0,1,3,532504,0,0,0
2021-01-01,53,5,4,9,Benton County                 ,122,122,37821822,1,2,433217,0,0,0,1,36,4302860,56,56,17881519,0,0,0,0,0,0,0,0,0
2021-01-01,53,11,4,9,Clark County                  ,275,275,81428253,0,0,0,3,10,1792048,5,182,37147677,127,127,35262379,0,0,0,2,7,1350542,5,182,37147677
2021-01-01,53,21,4,9,Franklin County               ,56,56,15519061,1,2,173640,0,0,0,0,0,0,2,2,491451,0,0,0,0,0,0,0,0,0
2021-01-01,53,31,4,9,Jefferson County              ,16,16,3872958,0,0,0,0,0,0,0,0,0,5,5,1135691,0,0,0,0,0,0,0,0,0
2021-01-01,53,33,4,9,King County                   ,307,307,121309626,9,18,4399829,15,54,7548540,28,946,69016219,216,216,84066922,9,18,4399829,14,51,6546187,25,795,52841423
2021-01-01,53,35,4,9,Kitsap County                 ,58,58,19185708,0,0,0,0,0,0,0,0,0,58,58,19185708,0,0,0,0,0,0,0,0,0
2021-01-01,53,53,4,9,Pierce County                 ,371,371,111042760,0,0,0,5,19,3135688,11,385,38521199,370,370,110667292,0,0,0,5,19,3135688,10,380,38061236
2021-01-01,53,55,4,9,San Juan County               ,13,13,2821763,0,0,0,0,0,0,0,0,0,5,5,939000,0,0,0,0,0,0,0,0,0
2021-01-01,53,59,4,9,Skamania County               ,3,3,713102,0,0,0,0,0,0,0,0,0,3,3,713102,0,0,0,0,0,0,0,0,0
2021-01-01,53,61,4,9,Snohomish County              ,153,153,45391405,8,16,3999236,1,4,572370,7,149,16348949,129,129,38157182,7,14,3528171,1,4,572370,3,61,7180933
2021-06-01,53,5,4,9,Benton County                                               ,113,113,36046480,0,0,0,0,0,0,1,5,312500,64,64,22117230,0,0,0,0,0,0,0,0,0
2021-06-01,53,11,4,9,Clark County                                                ,347,347,101261321,1,2,478420,8,32,3085721,9,137,15214442,219,219,63497042,0,0,0,7,28,2386773,5,69,6423829
2021-06-01,53,21,4,9,Franklin County                                             ,63,63,17067071,0,0,0,0,0,0,0,0,0,3,3,681851,0,0,0,0,0,0,0,0,0
2021-06-01,53,31,4,9,Jefferson County                                            ,23,23,5328571,1,2,271838,0,0,0,0,0,0,3,3,468558,1,2,271838,0,0,0,0,0,0
2021-06-01,53,33,4,9,King County                                                 ,260,260,108736061,23,46,13722797,35,118,37483270,20,540,90419684,160,160,72748338,23,46,13722797,34,115,36833270,17,514,87352557
2021-06-01,53,35,4,9,Kitsap County                                               ,100,100,31347259,0,0,0,0,0,0,0,0,0,100,100,31347259,0,0,0,0,0,0,0,0,0
2021-06-01,53,53,4,9,Pierce County                                               ,221,221,72413474,3,6,1043928,1,4,557035,11,144,17892945,216,216,70992105,2,4,699478,1,4,557035,10,132,15900894
2021-06-01,53,55,4,9,San Juan County                                             ,18,18,4795080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,53,59,4,9,Skamania County                                             ,10,10,2867798,0,0,0,0,0,0,0,0,0,10,10,2867798,0,0,0,0,0,0,0,0,0
2021-06-01,53,61,4,9,Snohomish County                                            ,186,186,55994322,4,8,1659180,2,8,1816218,8,168,20685301,149,149,44541890,3,6,1161840,2,8,1816218,3,20,4349820
2019-07-01,53,5,4,9,Benton County                 ,93,93,26015580,3,6,1013916,0,0,0,1,25,2509589,53,53,14594003,1,2,396895,0,0,0,0,0,0
2019-07-01,53,11,4,9,Clark County                  ,268,268,79166032,3,6,1137292,0,0,0,4,40,5370381,99,99,27851410,3,6,1137292,0,0,0,4,40,5370381
2019-07-01,53,21,4,9,Franklin County               ,61,61,17342295,0,0,0,0,0,0,0,0,0,17,17,5715477,0,0,0,0,0,0,0,0,0
2019-07-01,53,31,4,9,Jefferson County              ,22,22,6135875,0,0,0,0,0,0,0,0,0,22,22,6135875,0,0,0,0,0,0,0,0,0
2019-07-01,53,33,4,9,King County                   ,353,353,130727594,27,54,12306074,24,83,15445645,34,1114,132775699,277,277,96918356,27,54,12306074,23,80,15090104,31,889,113981791
2019-07-01,53,35,4,9,Kitsap County                 ,116,116,35998027,0,0,0,0,0,0,0,0,0,116,116,35998027,0,0,0,0,0,0,0,0,0
2019-07-01,53,53,4,9,Pierce County                 ,232,232,69272199,2,4,607912,6,24,3484742,5,105,12015198,228,228,68011960,1,2,304000,6,24,3484742,4,96,11187264
2019-07-01,53,55,4,9,San Juan County               ,13,13,2709974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,53,59,4,9,Skamania County               ,6,6,1661041,0,0,0,0,0,0,0,0,0,6,6,1661041,0,0,0,0,0,0,0,0,0
2019-07-01,53,61,4,9,Snohomish County              ,263,263,76842620,2,4,1017955,2,8,1117000,10,127,16108296,245,245,71734089,1,2,700484,2,8,1117000,8,93,12464318
2020-02-01,53,5,4,9,Benton County                 ,94,94,29477770,0,0,0,0,0,0,0,0,0,81,81,25025270,0,0,0,0,0,0,0,0,0
2020-02-01,53,11,4,9,Clark County                  ,289,289,81797185,1,2,327973,0,0,0,3,54,6224810,128,128,33092183,1,2,327973,0,0,0,3,54,6224810
2020-02-01,53,21,4,9,Franklin County               ,47,47,12671282,0,0,0,0,0,0,0,0,0,4,4,1308709,0,0,0,0,0,0,0,0,0
2020-02-01,53,31,4,9,Jefferson County              ,10,10,2657142,0,0,0,0,0,0,0,0,0,4,4,1125742,0,0,0,0,0,0,0,0,0
2020-02-01,53,33,4,9,King County                   ,244,244,96028756,12,24,4034365,19,62,15200210,28,605,68163768,192,192,73542618,12,24,4034365,18,59,14699698,26,582,65233631
2020-02-01,53,35,4,9,Kitsap County                 ,75,75,20817875,0,0,0,0,0,0,0,0,0,75,75,20817875,0,0,0,0,0,0,0,0,0
2020-02-01,53,53,4,9,Pierce County                 ,245,245,66064299,0,0,0,0,0,0,9,301,38497494,242,242,65084001,0,0,0,0,0,0,8,294,37853546
2020-02-01,53,55,4,9,San Juan County               ,9,9,1796817,0,0,0,0,0,0,0,0,0,2,2,337600,0,0,0,0,0,0,0,0,0
2020-02-01,53,59,4,9,Skamania County               ,11,11,2072781,0,0,0,0,0,0,0,0,0,11,11,2072781,0,0,0,0,0,0,0,0,0
2020-02-01,53,61,4,9,Snohomish County              ,198,198,62786598,7,14,2789841,2,8,1952239,8,74,10556013,156,156,49341709,6,12,2472370,2,8,1952239,6,48,7757038
2019-11-01,53,5,4,9,Benton County                 ,77,77,24081659,2,4,617021,1,3,503172,1,27,2710356,44,44,14654891,0,0,0,0,0,0,0,0,0
2019-11-01,53,11,4,9,Clark County                  ,227,227,66111223,0,0,0,1,3,533988,2,16,1689937,91,91,24979780,0,0,0,1,3,533988,2,16,1689937
2019-11-01,53,21,4,9,Franklin County               ,43,43,11883217,0,0,0,0,0,0,0,0,0,7,7,2370365,0,0,0,0,0,0,0,0,0
2019-11-01,53,31,4,9,Jefferson County              ,11,11,2749220,0,0,0,0,0,0,0,0,0,3,3,707354,0,0,0,0,0,0,0,0,0
2019-11-01,53,33,4,9,King County                   ,254,254,89961108,8,16,4179865,10,32,6404021,28,1860,292249050,193,193,62952879,8,16,4179865,10,32,6404021,25,1619,272143633
2019-11-01,53,35,4,9,Kitsap County                 ,60,60,16487691,0,0,0,0,0,0,0,0,0,60,60,16487691,0,0,0,0,0,0,0,0,0
2019-11-01,53,53,4,9,Pierce County                 ,172,172,51557927,0,0,0,0,0,0,8,193,13237913,168,168,50297688,0,0,0,0,0,0,7,184,12409979
2019-11-01,53,55,4,9,San Juan County               ,9,9,1876136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,53,59,4,9,Skamania County               ,1,1,144504,0,0,0,0,0,0,0,0,0,1,1,144504,0,0,0,0,0,0,0,0,0
2019-11-01,53,61,4,9,Snohomish County              ,193,193,48587339,0,0,0,2,6,1469385,3,77,6835814,177,177,43965154,0,0,0,2,6,1469385,1,40,2853396
2021-10-01,53,5,4,9,Benton County                                               ,101,101,32610437,3,6,916422,0,0,0,1,22,3283487,45,45,15465329,1,2,325299,0,0,0,0,0,0
2021-10-01,53,11,4,9,Clark County                                                ,264,264,74314231,1,2,199060,2,6,1048422,16,214,26655572,141,141,38359696,1,2,199060,0,0,0,11,130,15796580
2021-10-01,53,21,4,9,Franklin County                                             ,50,50,13657654,0,0,0,0,0,0,0,0,0,1,1,199576,0,0,0,0,0,0,0,0,0
2021-10-01,53,31,4,9,Jefferson County                                            ,20,20,4098290,0,0,0,0,0,0,0,0,0,9,9,1425283,0,0,0,0,0,0,0,0,0
