,Date,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag,state
828,2018-04-01,53019,Ferry,150000.0,0.0007,-0.0619,65,-0.0972,-0.2169,244.5,0.0493562231759656,-0.1539792387543253,8,0.0,-0.3333,0,,,4,0.0,-0.5,13,1.1667,12.0,98.85844748858447,-0.0334,-0.1763,1560.0,-0.1875,-0.1333,250754.40343735868,0.0164,0.1112,78,0.0,-0.0714,0.2,0.1167,0.188,0,wa
829,2018-04-01,53021,Franklin,296450.0,-0.0369,-0.0117,230,0.0407,0.6912,37.5,0.0416666666666667,-0.0131578947368421,92,-0.0417,0.15,4,-0.8889,-0.6667,28,0.4,0.1667,2,0.0,0.0,152.48335614486646,-0.0101,0.0843,2122.5,0.0012,-0.0142,347436.0536358503,0.0041,0.0848,232,0.0404,0.7059,0.008695652173913,-0.0004,0.0087,1,wa
830,2018-04-01,53023,Garfield,169900.0,0.1327,0.2232,13,0.0833,-0.35,131.5,-0.0330882352941176,0.0436507936507937,4,,0.0,0,,,0,,,0,0.0,0.0,80.93525179856115,0.0,0.3468,2022.0,0.0401,-0.0108,194561.26373626373,0.0372,0.2563,13,0.0833,-0.381,,,,0,wa
831,2018-04-01,53025,Grant,252000.0,0.0244,0.0544,204,0.1209,-0.25,47.0,-0.53,-0.3380281690140845,92,0.2105,-0.2069,28,0.75,2.5,48,0.0,0.2,122,0.1845,121.0,134.83660951865522,0.0333,0.0472,1871.5,-0.0212,0.0138,314940.9799186881,-0.0028,0.082,326,0.1439,0.1941,0.5980392156862745,0.0321,0.5944,0,wa
832,2018-04-01,53027,Grays Harbor,217250.0,-0.0121,0.1434,306,0.0373,-0.1232,53.5,0.0490196078431373,-0.2866666666666666,112,-0.1515,0.037,16,-0.3333,0.3333,76,0.0556,0.9,99,0.1512,0.0,150.08190008190007,-0.0257,0.1179,1475.0,-0.0167,-0.0034,252771.1926358149,-0.0208,0.1275,405,0.063,0.1605,0.3235294117647059,0.032,,0,wa
833,2018-04-01,53029,Island,429500.0,0.0226,0.0349,254,0.1339,-0.0993,37.0,-0.0749999999999999,-0.1395348837209302,184,0.3529,0.122,32,0.1429,7.0,92,0.0455,0.4375,117,0.0833,0.0,220.29411764705884,0.0139,0.0936,1992.5,-0.0117,-0.0304,631232.4049004989,-0.0142,0.0319,371,0.1175,0.3156,0.4606299212598425,-0.0215,,0,wa
834,2018-04-01,53031,Jefferson,462350.0,0.0367,0.0274,123,-0.0081,-0.2115,81.5,-0.1421052631578947,-0.4808917197452229,64,0.1429,-0.1111,16,1.0,,40,0.6667,1.0,53,0.1522,0.0,235.3833241839449,0.0006,-0.0333,1872.0,0.0331,0.0517,562249.1494221741,0.0207,0.1474,176,0.0353,0.1282,0.4308943089430894,0.0599,,0,wa
835,2018-04-01,53033,King,727500.0,-0.0194,0.1279,2142,0.2219,0.2122,21.5,0.2647058823529411,0.9545454545454546,3120,0.3065,0.2112,1280,0.2121,15.8421,804,0.5462,1.7534,2434,0.1844,2433.0,371.7097781717104,0.0101,0.1436,2176.5,-0.024,0.0171,1149485.4078798094,-0.0247,0.078,4576,0.2017,1.5882,1.1363211951447243,-0.036,1.1358,1,wa
836,2018-04-01,53035,Kitsap,417500.0,0.044,0.0464,341,0.024,-0.3207,33.5,-0.0694444444444444,-0.1624999999999999,432,0.5211,0.2706,96,-0.0769,2.4286,152,0.1875,0.4615,321,0.163,0.0,201.01945960006225,0.0131,0.0958,2104.0,0.0224,-0.0273,580422.7708998524,0.1144,0.0534,662,0.087,0.3187,0.9413489736070382,0.1125,,0,wa
837,2018-04-01,53037,Kittitas,410000.0,0.025,0.1084,111,0.2333,-0.1778,34.5,-0.0675675675675675,-0.1374999999999999,76,0.2667,0.0556,4,-0.5,,28,0.4,0.75,55,0.1957,0.0,230.79216933942308,0.0461,0.1683,2003.0,-0.0064,0.0091,546401.9240447958,0.0464,-0.0366,166,0.2206,0.2296,0.4954954954954955,-0.0156,,0,wa
838,2018-04-01,53039,Klickitat,462450.0,0.1011,0.0392,69,0.2545,0.0952,71.0,-0.4180327868852459,-0.6321243523316062,28,0.75,0.4,0,,,8,1.0,-0.3333,1,-0.5,0.0,187.4642857142857,0.0,0.1181,2196.5,-0.0052,-0.0412,559169.3802440885,0.012,-0.0364,70,0.2281,0.0938,0.0144927536231884,-0.0219,-0.0014,1,wa
839,2018-04-01,53041,Lewis,291000.0,0.0981,0.1687,176,-0.0383,-0.1111,52.5,-0.2045454545454545,-0.0948275862068965,100,0.1364,-0.0385,12,-0.4,2.0,52,-0.1333,0.8571,78,-0.0127,0.0,148.16970891263287,0.0221,0.1307,1960.0,0.0414,0.1099,343772.7042861548,0.0477,0.1199,254,-0.0305,0.2828,0.4431818181818182,0.0115,0.4432,0,wa
840,2018-04-01,53043,Lincoln,225000.0,0.3975,0.2,45,0.3636,-0.0816,58.5,-0.5,-0.5909090909090908,28,2.5,0.4,0,,,8,1.0,-0.3333,27,0.125,0.1739,109.8871658834738,0.3514,0.1661,2174.0,-0.0325,0.1484,298517.23103581055,0.2294,0.3214,72,0.2632,0.0,0.6,-0.1273,0.1306,0,wa
841,2018-04-01,53045,Mason,274975.0,0.058,0.1457,179,-0.0056,-0.3491,40.0,-0.1111111111111111,-0.2307692307692307,120,0.25,-0.0909,24,0.2,,48,0.2,0.2,102,0.0625,0.0,171.79313459801264,0.0457,0.1308,1605.0,-0.0117,0.0133,345762.4116267006,0.0135,0.178,281,0.0181,0.0218,0.5698324022346368,0.0365,,0,wa
842,2018-04-01,53047,Okanogan,293250.0,0.0473,0.0835,173,0.0813,-0.135,154.0,-0.1894736842105263,-0.3031674208144796,68,1.125,0.5455,0,-1.0,,24,-0.1429,1.0,24,0.0,23.0,173.51190476190476,0.0691,0.0077,1506.0,0.004,-0.0587,401362.10933428095,0.0527,0.0443,197,0.0707,-0.0199,0.1387283236994219,-0.0113,0.1337,0,wa
843,2018-04-01,53049,Pacific,257763.0,0.0352,0.0973,165,0.0123,0.0577,115.5,-0.125,0.4620253164556962,44,0.375,-0.2143,0,-1.0,,44,0.5714,1.2,28,0.75,0.0,169.6827773358911,0.0888,0.1883,1598.0,0.0296,-0.0315,314077.1053535732,0.0385,0.0771,193,0.0782,0.2372,0.1696969696969697,0.0715,0.1697,1,wa
844,2018-04-01,53051,Pend Oreille,299900.0,0.0,0.0942,92,0.3333,-0.0316,66.5,-0.3480392156862745,-0.5625,48,2.0,0.5,0,,,16,1.0,1.0,18,0.0,-0.4857,139.4597700014482,0.0619,-0.1041,2130.0,0.065,0.3524,395130.0709750323,-0.0144,0.1512,110,0.2644,-0.1538,0.1956521739130435,-0.0652,-0.1728,0,wa
845,2018-04-01,53053,Pierce,420430.0,-0.0106,0.1398,1180,0.0708,-0.0067,28.5,-0.109375,0.0961538461538462,1296,0.2857,0.1408,540,0.125,7.4375,516,0.1518,0.6538,1204,0.1769,0.0,193.07731735553256,0.0276,0.1123,2234.0,0.0009,0.0122,521888.2169815274,0.0117,0.0807,2384,0.1219,1.0067,1.0203389830508474,0.092,,0,wa
846,2018-04-01,53055,San Juan,774000.0,-0.0165,0.0389,175,0.0802,-0.1898,180.5,-0.2319148936170212,-0.278,56,0.75,0.4,0,-1.0,,36,1.25,1.25,20,0.1765,0.0,380.0202546296296,0.0027,-0.0315,2058.0,-0.0361,-0.0077,1341225.438829787,-0.0013,-0.0361,195,0.0894,-0.0972,0.1142857142857142,0.0093,,0,wa
847,2018-04-01,53057,Skagit,456000.0,0.0729,0.2358,301,0.0866,-0.0564,46.0,-0.2459016393442623,0.1794871794871795,196,0.1667,0.1136,44,0.2222,10.0,92,0.3529,0.2778,136,0.2952,0.0,222.64367649924023,0.014,0.1379,2104.0,0.0452,0.0735,671821.9065744255,0.0154,0.2188,437,0.144,0.3699,0.4518272425249169,0.0728,,0,wa
848,2018-04-01,53059,Skamania,487000.0,0.0041,0.6236,21,0.1053,0.0,111.0,-0.1654135338345864,0.4230769230769231,12,,0.5,0,,,4,0.0,,1,0.0,0.0,238.7854509892425,0.1976,0.3274,2050.5,-0.3457,0.2367,749375.3352272727,0.1264,0.2647,22,0.1579,0.0,0.0476190476190476,0.0476,0.0,1,wa
849,2018-04-01,53061,Snohomish,504250.0,0.0126,0.0986,763,0.2228,0.0823,20.0,-0.0909090909090909,0.25,1184,0.3274,0.2596,572,0.3241,8.5333,268,0.2407,0.7179,1179,0.1766,0.0,255.15621287227304,0.0195,0.1401,2030.5,0.0062,-0.0285,603184.7053286574,0.0268,0.1407,1942,0.1943,1.7546,1.54521625163827,-0.0606,1.5452,1,wa
850,2018-04-01,53063,Spokane,329950.0,0.0155,0.1202,927,0.1374,-0.1353,33.0,-0.1951219512195121,0.1,780,0.189,-0.1295,264,-0.0435,4.5,396,0.1512,0.8333,1496,0.1464,-0.0007,135.9708192281652,0.0274,0.1445,2502.5,0.0231,0.0026,418130.452261501,0.0446,0.1686,2423,0.1429,-0.0568,1.6138079827400216,0.0126,0.2174,0,wa
851,2018-04-01,53065,Stevens,262449.5,-0.0096,0.054,276,0.2432,-0.1068,64.5,-0.5150375939849624,-0.0915492957746478,112,0.5556,0.2174,0,-1.0,,44,0.5714,0.2222,67,0.3137,1.0303,138.1172839506173,0.0341,0.0702,2049.0,-0.0289,0.0064,334275.08163153275,-0.047,0.0147,343,0.2564,0.0029,0.2427536231884058,0.013,0.136,0,wa
852,2018-04-01,53067,Thurston,371195.0,0.0459,0.0951,414,0.107,-0.1097,35.0,-0.0277777777777777,0.09375,388,0.2125,-0.0396,132,0.1786,3.7143,196,0.5806,1.0417,470,0.119,469.0,171.46530954765706,0.0088,0.0513,2173.0,0.0154,0.0211,426766.3502121041,0.0051,0.1137,884,0.1134,0.897,1.1352657004830915,0.0123,1.1331,0,wa
853,2018-04-01,53069,Wahkiakum,299500.0,0.0696,0.0891,25,-0.0741,0.0,128.5,-0.1013986013986013,-0.2572254335260115,12,0.5,0.5,0,,,0,-1.0,-1.0,4,-0.3333,0.0,157.856093979442,0.0608,0.1056,2164.0,0.3227,0.2022,335947.9663394109,0.1016,0.0489,29,-0.1212,0.16,0.16,-0.0622,,0,wa
854,2018-04-01,53071,Walla Walla,322000.0,-0.0092,0.193,153,0.0408,0.0851,53.5,-0.1083333333333332,-0.277027027027027,64,0.0,0.1429,0,-1.0,,40,0.1111,1.5,0,0.0,0.0,152.5345337220437,0.0364,0.0482,2189.0,0.0041,0.1272,390030.56935687264,0.0439,0.1356,153,0.0338,0.0851,,,,0,wa
855,2018-04-01,53073,Whatcom,437000.0,0.0282,0.1063,489,0.0516,-0.0739,46.0,-0.0980392156862745,-0.0612244897959183,288,0.1803,-0.1818,48,-0.1429,5.0,168,-0.0233,0.6154,219,0.1649,0.0,234.45197044334972,0.0459,0.0912,1896.0,0.0139,0.0361,509365.4433775453,0.0219,-0.0496,708,0.0842,0.3409,0.4478527607361963,0.0436,,0,wa
856,2018-04-01,53075,Whitman,255000.0,-0.0185,0.1596,168,0.0769,0.098,40.0,0.25,-0.1999999999999999,64,-0.0588,0.1429,4,0.0,,36,1.25,-0.1,7,0.1667,-0.3,134.08940397350997,0.0001,0.1208,1927.5,-0.0085,-0.0018,265600.9489247312,-0.0056,0.1049,175,0.0802,0.0736,0.0416666666666666,0.0032,-0.0237,0,wa
857,2018-04-01,53077,Yakima,293000.0,0.0281,0.2739,316,0.0822,0.0395,47.0,0.0217391304347827,-0.06,156,0.0263,0.0,0,-1.0,-1.0,56,0.0,0.1667,221,0.0574,-0.0178,143.4762987455732,0.0017,0.2028,2005.0,0.003,0.0188,369628.5473807141,0.001,0.3068,537,0.0719,0.0151,0.6993670886075949,-0.0164,-0.0408,0,wa
858,2018-05-01,53001,Adams,165000.0,0.0714,0.2692,37,0.0278,0.0,46.0,-0.1320754716981131,-0.2580645161290322,28,0.75,2.5,0,,,8,0.0,1.0,18,0.2857,0.0,107.81544256120527,-0.0118,0.2698,1820.0,0.0643,0.0168,192657.19696969696,0.0551,0.0951,55,0.1,0.4865,0.4864864864864865,0.0976,,1,wa
859,2018-05-01,53003,Asotin,285000.0,0.009,0.1427,116,0.0943,-0.0169,53.0,-0.0185185185185184,-0.1908396946564885,32,0.0,0.1429,0,,,12,0.0,-0.5,0,0.0,0.0,126.58410138248848,0.0,0.1119,2392.0,0.057,0.0814,307554.85447154474,0.0086,0.1079,116,0.0841,-0.0252,,,,0,wa
860,2018-05-01,53005,Benton,339850.0,0.0186,-0.0126,747,0.0626,0.7172,35.5,0.0597014925373133,0.109375,360,0.0843,0.2,16,-0.5556,-0.2,148,0.3214,0.2333,3,0.5,0.0,153.8480437909717,0.0058,0.0726,2206.5,0.011,-0.0719,360626.9659455128,0.01,-0.0244,750,0.0638,0.7241,0.0040160642570281,0.0012,0.004,1,wa
861,2018-05-01,53007,Chelan,483950.0,0.0191,0.1024,333,0.1643,0.0742,49.5,-0.0480769230769231,-0.1391304347826086,160,0.1429,0.1111,4,-0.8333,0.0,48,-0.1429,0.0,37,-0.0263,4.2857,228.89742797363635,0.0511,0.0868,1944.5,0.0181,-0.0258,593620.1325414384,0.0083,0.0842,370,0.142,0.1672,0.1111111111111111,-0.0218,0.0885,0,wa
862,2018-05-01,53009,Clallam,399475.0,0.0376,0.2016,222,0.0829,-0.5385,40.5,-0.1473684210526316,-0.173469387755102,144,0.0909,0.0909,4,-0.5,,48,0.2,-0.4,215,0.2147,0.0,202.8665079927643,0.0547,0.1312,1987.0,-0.0298,0.0362,472419.4462932623,0.0691,0.1258,437,0.144,-0.0915,0.9684684684684683,0.1051,,0,wa
863,2018-05-01,53011,Clark,456700.0,0.0027,0.0488,1334,0.1733,0.1826,30.0,-0.1176470588235294,-0.0769230769230768,1060,0.299,0.1572,92,0.2105,0.15,532,0.4944,0.622,66,0.1786,-0.1316,195.1373210033093,0.0055,0.0414,2386.0,-0.0058,-0.0122,542406.9290312305,-0.0051,0.0411,1400,0.1735,0.1628,0.0494752623688155,0.0002,-0.0179,0,wa
864,2018-05-01,53013,Columbia,169000.0,0.091,0.091,24,0.0,-0.4,197.5,-0.2162698412698412,-0.4006069802731411,4,,-0.5,0,,,0,,-1.0,0,0.0,0.0,102.6009582477755,0.0,0.1636,1647.5,0.0163,-0.0847,222990.0,0.0375,0.1574,24,0.0,-0.4,,,,0,wa
865,2018-05-01,53015,Cowlitz,305000.0,-0.0011,0.0875,311,0.187,0.1309,35.5,-0.1647058823529411,-0.0779220779220779,216,0.0588,0.125,40,0.4286,9.0,96,0.0,0.2632,104,0.284,7.6667,161.55051089261616,0.0375,0.1287,2009.0,-0.0152,0.0496,432640.3573006277,-0.0144,-0.0613,415,0.2099,0.446,0.3344051446945337,0.0252,0.2908,0,wa
866,2018-05-01,53017,Douglas,349400.0,-0.0016,0.1328,121,0.375,0.4405,24.0,-0.6643356643356644,-0.3513513513513513,88,0.8333,0.5714,16,1.0,,24,1.0,1.0,42,0.2,41.0,190.2458845309182,-0.0096,0.1383,1989.0,-0.0122,-0.0151,405016.4089052288,-0.0186,0.023,163,0.3252,0.9176,0.3471074380165289,-0.0506,0.3352,1,wa
867,2018-05-01,53019,Ferry,161950.0,0.0797,-0.0459,67,0.0308,-0.2872,133.5,-0.4539877300613497,-0.4904580152671756,24,2.0,0.0,0,,,4,0.0,,15,0.1538,14.0,98.85844748858447,0.0,-0.2127,1736.0,0.1128,0.0046,253693.26057971013,0.0117,-0.1105,82,0.0513,-0.1368,0.2238805970149253,0.0239,0.2132,0,wa
868,2018-05-01,53021,Franklin,296850.0,0.0013,-0.0266,239,0.0391,0.6259,43.0,0.1466666666666667,0.2835820895522387,80,-0.1304,-0.2,8,1.0,-0.3333,40,0.4286,0.0,1,-0.5,0.0,151.5682483170667,-0.006,0.0549,2157.0,0.0163,0.0023,349862.9339242788,0.007,0.0881,240,0.0345,0.6327,0.00418410041841,-0.0045,0.0042,1,wa
869,2018-05-01,53023,Garfield,144500.0,-0.1495,-0.0525,11,-0.1538,-0.4211,188.5,0.4334600760456273,0.508,0,-1.0,-1.0,0,,,8,,,0,0.0,0.0,80.33958891867739,-0.0074,0.0771,1860.0,-0.0801,-0.0616,185280.68181818185,-0.0477,0.1469,11,-0.1538,-0.45,,,,1,wa
870,2018-05-01,53025,Grant,247750.0,-0.0169,0.0166,217,0.0637,-0.2718,45.0,-0.0425531914893616,-0.1666666666666666,108,0.1739,0.0,16,-0.4286,3.0,64,0.3333,0.6,133,0.0902,132.0,136.10588972431077,0.0094,0.0649,1828.0,-0.0232,-0.0098,311925.401167253,-0.0096,0.0478,350,0.0736,0.1706,0.6129032258064516,0.0149,0.6095,0,wa
871,2018-05-01,53027,Grays Harbor,223750.0,0.0299,0.1301,321,0.049,-0.1371,59.5,0.1121495327102803,-0.0846153846153846,148,0.3214,-0.0513,24,0.5,5.0,96,0.2632,1.1818,151,0.5253,0.0,150.46522073396028,0.0026,0.0695,1485.0,0.0068,0.0017,252075.8341669873,-0.0028,0.0822,472,0.1654,0.2688,0.470404984423676,0.1469,,0,wa
872,2018-05-01,53029,Island,439500.0,0.0233,0.0293,249,-0.0197,-0.2315,38.0,0.0270270270270269,0.2666666666666666,180,-0.0217,-0.1509,32,0.0,7.0,132,0.4348,0.4348,149,0.2735,0.0,230.65497344504595,0.047,0.0661,1997.0,0.0023,-0.0306,653335.042298175,0.035,-0.0075,398,0.0728,0.2284,0.5983935742971888,0.1378,,1,wa
873,2018-05-01,53031,Jefferson,462000.0,-0.0008,0.029,147,0.1951,-0.1967,59.5,-0.2699386503067484,-0.1678321678321678,80,0.25,0.0526,12,-0.25,,52,0.3,0.8571,70,0.3208,0.0,243.2020949422977,0.0332,0.0095,1870.0,-0.0011,0.0891,557745.326411987,-0.008,0.1113,217,0.233,0.1858,0.4761904761904761,0.0453,,0,wa
874,2018-05-01,53033,King,742500.0,0.0206,0.125,2653,0.2386,0.3011,17.5,-0.1860465116279069,0.8421052631578947,3312,0.0615,0.0753,1264,-0.0125,14.0476,1088,0.3532,1.2857,3261,0.3398,0.0,368.65358527131787,-0.0082,0.1449,2210.0,0.0154,-0.0023,1143607.170311222,-0.0051,0.0608,5914,0.2924,1.9004,1.2291745194119863,0.0929,1.2292,1,wa
875,2018-05-01,53035,Kitsap,450000.0,0.0778,0.1251,435,0.2757,-0.2461,22.5,-0.3283582089552238,-0.1964285714285714,508,0.1759,0.0948,132,0.375,4.5,184,0.2105,0.2105,495,0.5421,0.0,205.6738242259028,0.0232,0.0872,2199.0,0.0452,-0.0088,612132.3053143714,0.0546,0.0617,930,0.4048,0.6118,1.137931034482759,0.1966,,0,wa
876,2018-05-01,53037,Kittitas,444972.5,0.0853,0.0788,133,0.1982,-0.2356,30.5,-0.1159420289855072,-0.0161290322580645,100,0.3158,-0.1379,4,0.0,,36,0.2857,0.2857,82,0.4909,0.0,227.6883233532934,-0.0134,0.1135,2126.5,0.0617,0.0559,580800.4829931973,0.063,0.0441,215,0.2952,0.2356,0.6165413533834586,0.121,,0,wa
877,2018-05-01,53039,Klickitat,494900.0,0.0702,0.1197,70,0.0145,-0.0541,67.0,-0.0563380281690141,-0.4846153846153846,24,-0.1429,-0.25,0,,,12,0.5,0.5,1,0.0,-0.5,190.53819444444449,0.0164,0.0986,2298.0,0.0462,-0.0808,579762.5028693076,0.0368,-0.0038,71,0.0143,-0.0658,0.0142857142857142,-0.0002,-0.0127,0,wa
878,2018-05-01,53041,Lewis,294499.5,0.012,0.178,191,0.0852,-0.1941,40.0,-0.2380952380952381,0.0389610389610388,128,0.28,0.0,16,0.3333,,68,0.3077,0.4167,96,0.2308,0.0,157.6984126984127,0.0643,0.1556,1921.5,-0.0196,0.0819,353621.2082816377,0.0286,0.1442,287,0.1299,0.211,0.5026178010471204,0.0594,,0,wa
879,2018-05-01,53043,Lincoln,249900.0,0.1107,0.6175,51,0.1333,-0.0893,32.5,-0.4444444444444444,-0.5911949685534591,24,-0.1429,0.2,4,,,12,0.5,0.5,32,0.1852,0.2308,121.7812197483059,0.1082,0.5003,2232.5,0.0269,0.1499,307565.5203703704,0.0303,0.5207,83,0.1528,0.0122,0.6274509803921569,0.0275,0.1632,1,wa
880,2018-05-01,53045,Mason,294950.0,0.0726,0.1686,198,0.1061,-0.3265,34.0,-0.15,-0.1807228915662651,140,0.1667,-0.2222,16,-0.3333,3.0,68,0.4167,0.0625,134,0.3137,0.0,184.42060516802783,0.0735,0.1638,1610.0,0.0031,0.0401,366414.4171964286,0.0597,0.1943,332,0.1815,0.1293,0.6767676767676768,0.1069,,0,wa
881,2018-05-01,53047,Okanogan,306500.0,0.0452,0.0461,216,0.2486,-0.0809,66.0,-0.5714285714285714,-0.2864864864864864,72,0.0588,-0.1429,4,,,28,0.1667,0.4,27,0.125,26.0,187.31812485270044,0.0796,0.0434,1620.0,0.0757,0.0031,410880.2308530839,0.0237,0.0522,243,0.2335,0.0297,0.125,-0.0137,0.1207,0,wa
882,2018-05-01,53049,Pacific,253581.5,-0.0162,0.1529,188,0.1394,0.0562,78.0,-0.3246753246753247,0.1304347826086955,76,0.7273,0.1875,4,,,24,-0.4545,0.2,22,-0.2143,0.0,167.27728328388395,-0.0142,0.1706,1562.0,-0.0225,0.0293,315462.7910776506,0.0044,0.1408,210,0.0881,0.1798,0.1170212765957446,-0.0527,0.117,0,wa
883,2018-05-01,53051,Pend Oreille,322447.5,0.0752,0.1855,120,0.3043,-0.0909,38.0,-0.4285714285714286,-0.2083333333333333,48,0.0,-0.1429,0,,,24,0.5,1.0,33,0.8333,0.2692,163.9983695652174,0.176,0.0511,2048.0,-0.0385,0.3045,383027.8700254291,-0.0306,0.1152,153,0.3909,-0.0316,0.275,0.0793,0.078,0,wa
884,2018-05-01,53053,Pierce,417472.5,-0.007,0.1291,1398,0.1847,-0.0258,25.5,-0.1052631578947368,0.186046511627907,1408,0.0864,-0.0538,556,0.0296,6.3158,592,0.1473,0.3097,1611,0.338,0.0,196.17719947510213,0.0161,0.1161,2253.0,0.0085,0.0306,516899.6124871842,-0.0096,0.0828,3009,0.2622,1.0969,1.1523605150214593,0.132,,0,wa
885,2018-05-01,53055,San Juan,799000.0,0.0323,0.023,209,0.1943,-0.0991,95.5,-0.4709141274238226,-0.4973684210526315,52,-0.0714,0.0833,0,,,24,-0.3333,0.5,27,0.35,0.0,394.2256196831462,0.0374,-0.0464,2062.0,0.0019,-0.0195,1296429.2574727489,-0.0334,-0.0784,236,0.2103,0.0172,0.1291866028708134,0.0149,,0,wa
886,2018-05-01,53057,Skagit,462475.0,0.0142,0.2203,354,0.1761,0.0143,39.5,-0.1413043478260869,0.0533333333333332,224,0.1429,0.0,40,-0.0909,4.0,140,0.5217,0.9444,206,0.5147,0.0,221.59665991902835,-0.0047,0.096,2118.5,0.0069,0.0861,650987.8392288976,-0.031,0.1677,560,0.2815,0.6046,0.5819209039548022,0.1301,,0,wa
887,2018-05-01,53059,Skamania,489000.0,0.0041,0.4387,27,0.2857,0.5,84.5,-0.2387387387387387,0.6095238095238096,12,0.0,2.0,0,,,4,0.0,0.0,2,1.0,0.0,255.88862559241704,0.0716,0.1971,2256.5,0.1005,0.4691,775978.551724138,0.0355,0.3162,29,0.3182,0.6111,0.074074074074074,0.0265,0.0741,1,wa
888,2018-05-01,53061,Snohomish,522495.0,0.0362,0.1422,899,0.1782,-0.0099,17.5,-0.125,0.5909090909090908,1112,-0.0608,-0.064,584,0.021,11.1667,400,0.4925,0.5873,1368,0.1603,1367.0,262.06416377070184,0.0271,0.1478,2039.0,0.0042,-0.001,621308.4706060243,0.03,0.1869,2267,0.1674,1.4939,1.521690767519466,-0.0235,1.5206,1,wa
889,2018-05-01,53063,Spokane,329950.0,0.0,0.1129,1035,0.1165,-0.1901,32.5,-0.0151515151515151,0.2745098039215685,968,0.241,-0.0798,360,0.3636,8.0,540,0.3636,0.4674,1696,0.1337,-0.1285,134.67664729155473,-0.0095,0.1208,2522.0,0.0078,0.0082,418718.04200114217,0.0014,0.158,2731,0.1271,-0.1529,1.6386473429951691,0.0248,0.116,1,wa
890,2018-05-01,53065,Stevens,259950.0,-0.0095,0.0524,326,0.1812,-0.1307,54.0,-0.1627906976744185,-0.15625,128,0.1429,0.1034,8,,,68,0.5455,0.7,95,0.4179,1.375,135.59076298103963,-0.0183,0.0442,2099.5,0.0246,0.0363,338869.20178015134,0.0137,0.0178,421,0.2274,0.0145,0.2914110429447852,0.0487,0.1847,0,wa
891,2018-05-01,53067,Thurston,386475.0,0.0412,0.1386,488,0.1787,-0.0996,29.5,-0.1571428571428571,0.1568627450980393,476,0.2268,0.0259,152,0.1515,3.75,208,0.0612,0.3684,529,0.1255,528.0,175.4941960694173,0.0235,0.0775,2200.0,0.0124,0.0127,435746.56950365147,0.021,0.0934,1017,0.1505,0.8729,1.084016393442623,-0.0512,1.0822,0,wa
892,2018-05-01,53069,Wahkiakum,330000.0,0.1018,0.2268,34,0.36,0.1724,92.5,-0.2801556420233463,-0.1019417475728154,8,-0.3333,-0.3333,0,,,4,,,2,-0.5,0.0,159.21557135619273,0.0086,0.1448,2359.0,0.0901,0.3106,366928.51307189546,0.0922,0.1262,36,0.2414,0.2414,0.0588235294117647,-0.1012,0.0588,0,wa
893,2018-05-01,53071,Walla Walla,345000.0,0.0714,0.2477,143,-0.0654,-0.128,53.5,0.0,0.2738095238095237,60,-0.0625,-0.375,4,,,28,-0.3,-0.3636,1,0.0,0.0,159.34855043477432,0.0447,0.0833,2262.0,0.0333,0.0497,413164.3912812334,0.0593,0.1521,144,-0.0588,-0.122,0.0069930069930069,,0.007,1,wa
894,2018-05-01,53073,Whatcom,444949.5,0.0182,0.1166,536,0.0961,-0.1532,41.0,-0.108695652173913,0.0933333333333332,360,0.25,-0.0816,76,0.5833,,200,0.1905,0.4286,254,0.1598,0.0,236.9584876663999,0.0107,0.1098,1942.0,0.0243,0.0186,530076.8903770708,0.0407,0.0064,790,0.1158,0.248,0.4738805970149253,0.026,,0,wa
895,2018-05-01,53075,Whitman,259000.0,0.0157,0.0814,154,-0.0833,0.0336,47.0,0.175,-0.1454545454545455,52,-0.1875,-0.1333,4,0.0,,32,-0.1111,0.1429,5,-0.2857,-0.6667,130.5244142840935,-0.0266,0.0505,2045.0,0.061,0.0558,282013.0699691526,0.0618,0.1176,159,-0.0914,-0.0305,0.0324675324675324,-0.0092,-0.0682,0,wa
896,2018-05-01,53077,Yakima,289900.0,-0.0106,0.1761,341,0.0791,0.0089,43.5,-0.074468085106383,0.0740740740740741,212,0.359,0.0816,8,,1.0,80,0.4286,0.3333,231,0.0452,-0.125,143.99226040854063,0.0036,0.1856,1940.5,-0.0322,-0.0298,360903.2496300854,-0.0236,0.2555,572,0.0652,-0.0498,0.6774193548387096,-0.0219,-0.1036,0,wa
897,2018-06-01,53001,Adams,179000.0,0.0848,0.3822,40,0.0811,-0.0244,47.0,0.0217391304347827,-0.3648648648648649,20,-0.2857,1.5,4,,,8,0.0,0.0,26,0.4444,25.0,107.81544256120527,0.0,0.1626,1820.0,0.0,0.0382,204885.5555555556,0.0635,0.1415,66,0.2,0.5714,0.65,0.1635,0.6256,1,wa
